year,sector_crf,category_crf,activity_crf,pollutant,co2_eq
2014,CRF 5 Residuos,5.B. Tratamiento biológico de residuos sólidos,5B1a Compostaje,CH4,20.799968
2014,CRF 5 Residuos,5.B. Tratamiento biológico de residuos sólidos,5B1a Compostaje,N2O,11.8114104
2014,CRF 5 Residuos,5.B. Tratamiento biológico de residuos sólidos,5B2a Biometanización,CH4,8.680304864
2014,CRF 5 Residuos,5.C. Incineración y quema en espacio abierto de residuos sólidos,5C11 Incineración de residuos Biogénica,CH4,0.002414524
2014,CRF 5 Residuos,5.C. Incineración y quema en espacio abierto de residuos sólidos,5C11 Incineración de residuos Biogénica,N2O,0.23322915
2014,CRF 5 Residuos,5.C. Incineración y quema en espacio abierto de residuos sólidos,5C21 Quema abierta de residuos Biogénicos,N2O,0.36334839
2014,CRF 5 Residuos,5.C. Incineración y quema en espacio abierto de residuos sólidos,5C21 Quema abierta de residuos Biogénicos,CH4,0.343340872
2014,CRF 5 Residuos,5.D. Tratamiento y eliminación de aguas residuales,5D1 Aguas residuales domésticas,CH4,104.486413136
2014,CRF 5 Residuos,5.D. Tratamiento y eliminación de aguas residuales,5D1 Aguas residuales domésticas,N2O,113.17358975
2014,CRF 5 Residuos,5.D. Tratamiento y eliminación de aguas residuales,5D2 Aguas residuales industriales,CH4,94.691453052
2014,CRF 5 Residuos,5.E. Otros,5E1 Esparcimiento de lodos,CH4,0.075798576
2015,CRF 1 Energía,1.A. Actividades de combustión,1A1a Producción de energía y calor en plantas de servicio público,CH4,0.0845641412
2015,CRF 1 Energía,1.A. Actividades de combustión,1A1a Producción de energía y calor en plantas de servicio público,CO2,155.9663781983
2015,CRF 1 Energía,1.A. Actividades de combustión,1A1a Producción de energía y calor en plantas de servicio público,N2O,3.4963811917
2015,CRF 1 Energía,1.A. Actividades de combustión,1A1c  Fabricación de combustibles sólidos y otras industrias energéticas,CH4,1.8250281783
2015,CRF 1 Energía,1.A. Actividades de combustión,1A1c  Fabricación de combustibles sólidos y otras industrias energéticas,CO2,39.0934884359
2015,CRF 1 Energía,1.A. Actividades de combustión,1A1c  Fabricación de combustibles sólidos y otras industrias energéticas,N2O,0.1081249811
2015,CRF 1 Energía,1.A. Actividades de combustión,1A2a Hierro y acero,N2O,0.0503992985
2015,CRF 1 Energía,1.A. Actividades de combustión,1A2a Hierro y acero,CO2,29.6816315515
2015,CRF 1 Energía,1.A. Actividades de combustión,1A2a Hierro y acero,CH4,0.270117297
2015,CRF 1 Energía,1.A. Actividades de combustión,1A2b Metales no ferrosos,CO2,3.520491
