year,sector_crf,category_crf,activity_crf,pollutant,co2_eq
1990,CRF 1 Energía,1.A. Actividades de combustión,1A1a Producción de energía y calor en plantas de servicio público,N2O,0.015104735
1990,CRF 1 Energía,1.A. Actividades de combustión,1A1a Producción de energía y calor en plantas de servicio público,CH4,0.01595958
1990,CRF 1 Energía,1.A. Actividades de combustión,1A1c  Fabricación de combustibles sólidos y otras industrias energéticas,CH4,0.001038352
1990,CRF 1 Energía,1.A. Actividades de combustión,1A1c  Fabricación de combustibles sólidos y otras industrias energéticas,CO2,1.14493
1990,CRF 1 Energía,1.A. Actividades de combustión,1A1c  Fabricación de combustibles sólidos y otras industrias energéticas,N2O,0.005255745
1990,CRF 1 Energía,1.A. Actividades de combustión,1A2a Hierro y acero,CH4,0.084486108
1990,CRF 1 Energía,1.A. Actividades de combustión,1A2a Hierro y acero,CO2,101.3135578
1990,CRF 1 Energía,1.A. Actividades de combustión,1A2a Hierro y acero,N2O,0.1304208365
1990,CRF 1 Energía,1.A. Actividades de combustión,1A2b Metales no ferrosos,CH4,0.0275267642
1990,CRF 1 Energía,1.A. Actividades de combustión,1A2b Metales no ferrosos,CO2,16.3716564273
1990,CRF 1 Energía,1.A. Actividades de combustión,1A2b Metales no ferrosos,N2O,0.0384422669
1990,CRF 1 Energía,1.A. Actividades de combustión,1A2c Productos químicos,CH4,1.956617516
1990,CRF 1 Energía,1.A. Actividades de combustión,1A2c Productos químicos,CO2,712.907608
1990,CRF 1 Energía,1.A. Actividades de combustión,1A2c Productos químicos,N2O,1.56603128
1990,CRF 1 Energía,1.A. Actividades de combustión,"1A2d Pasta de papel, papel e impresión",CH4,1.29029838
1990,CRF 1 Energía,1.A. Actividades de combustión,"1A2d Pasta de papel, papel e impresión",CO2,133.632395
1990,CRF 1 Energía,1.A. Actividades de combustión,"1A2d Pasta de papel, papel e impresión",N2O,0.45790039
1990,CRF 1 Energía,1.A. Actividades de combustión,"1A2e  Procesado de alimentos, bebidas y tabaco",CH4,0.581062496
1990,CRF 1 Energía,1.A. Actividades de combustión,"1A2e  Procesado de alimentos, bebidas y tabaco",CO2,242.940055
1990,CRF 1 Energía,1.A. Actividades de combustión,"1A2e  Procesado de alimentos, bebidas y tabaco",N2O,0.47005117
1990,CRF 1 Energía,1.A. Actividades de combustión,1A2f Minerales no metálicos,N2O,2.3540449703
1990,CRF 1 Energía,1.A. Actividades de combustión,1A2f Minerales no metálicos,CH4,1.1785224811
1990,CRF 1 Energía,1.A. Actividades de combustión,1A2f Minerales no metálicos,CO2,768.6613501533
1990,CRF 1 Energía,1.A. Actividades de combustión,1A2g Otros sectores,N2O,9.3732756793
1990,CRF 1 Energía,1.A. Actividades de combustión,1A2g Otros sectores,CH4,7.4219393752
1990,CRF 1 Energía,1.A. Actividades de combustión,1A2g Otros sectores,CO2,556.224901788
1990,CRF 1 Energía,1.A. Actividades de combustión,1A3a Transporte aéreo civil,CH4,0.2106739085
1990,CRF 1 Energía,1.A. Actividades de combustión,1A3a Transporte aéreo civil,CO2,463.4158677929
1990,CRF 1 Energía,1.A. Actividades de combustión,1A3a Transporte aéreo civil,N2O,3.3379082589
1990,CRF 1 Energía,1.A. Actividades de combustión,1A3b Transporte rodado,CH4,59.344284188
1990,CRF 1 Energía,1.A. Actividades de combustión,1A3b Transporte rodado,CO2,6030.809095
1990,CRF 1 Energía,1.A. Actividades de combustión,1A3b Transporte rodado,N2O,48.46479583
1990,CRF 1 Energía,1.A. Actividades de combustión,1A3c Transporte por ferrocarril,N2O,0.05111797
1990,CRF 1 Energía,1.A. Actividades de combustión,1A3c Transporte por ferrocarril,CH4,0.040252016
1990,CRF 1 Energía,1.A. Actividades de combustión,1A3c Transporte por ferrocarril,CO2,25.66917
1990,CRF 1 Energía,1.A. Actividades de combustión,1A4a Comercial / institucional,N2O,2.08085155
1990,CRF 1 Energía,1.A. Actividades de combustión,1A4a Comercial / institucional,CH4,3.939599664
1990,CRF 1 Energía,1.A. Actividades de combustión,1A4a Comercial / institucional,CO2,1091.031972
1990,CRF 1 Energía,1.A. Actividades de combustión,1A4b  ResidencialEstacionaria,CH4,80.60775268
1990,CRF 1 Energía,1.A. Actividades de combustión,1A4b  ResidencialEstacionaria,CO2,2573.15479
1990,CRF 1 Energía,1.A. Actividades de combustión,1A4b  ResidencialEstacionaria,N2O,6.048082015
1990,CRF 1 Energía,1.A. Actividades de combustión,1A4c Agricultura/Pesca/Forestal,CH4,0.18579512
1990,CRF 1 Energía,1.A. Actividades de combustión,1A4c Agricultura/Pesca/Forestal,CO2,74.156754
1990,CRF 1 Energía,1.A. Actividades de combustión,1A4c Agricultura/Pesca/Forestal,N2O,0.69195899
1990,CRF 1 Energía,1.A. Actividades de combustión,"1A5b  Otros, móviles (incluidos barcos militares, terrestres y de recreo)",N2O,0.245094525
1990,CRF 1 Energía,1.A. Actividades de combustión,"1A5b  Otros, móviles (incluidos barcos militares, terrestres y de recreo)",CH4,0.016342396
1990,CRF 1 Energía,1.A. Actividades de combustión,"1A5b  Otros, móviles (incluidos barcos militares, terrestres y de recreo)",CO2,33.644336
1990,CRF 1 Energía,1.B. Emisiones fugitivas de los combustibles,1B2b Emisiones fugitivas de gas natural ,CO2,0.002813
1990,CRF 1 Energía,1.B. Emisiones fugitivas de los combustibles,1B2b Emisiones fugitivas de gas natural ,CH4,7.026773516
1990,CRF 2 Procesos industriales y uso de productos,2.A. Productos minerales,2A1 Producción de cemento,CO2,697.08975
1990,CRF 2 Procesos industriales y uso de productos,2.A. Productos minerales,2A2 Producción de Cal,CO2,71.0484656049
1990,CRF 2 Procesos industriales y uso de productos,2.A. Productos minerales,2A3 Producción de vidrio,CO2,5.181091
1990,CRF 2 Procesos industriales y uso de productos,2.A. Productos minerales,2A4a Producción de cerámica,CO2,9.353762
1990,CRF 2 Procesos industriales y uso de productos,2.A. Productos minerales,2A4b Otros usos de carbonato sódico ,CO2,14.770852
1990,CRF 2 Procesos industriales y uso de productos,2.C. Producción metalúrgica,2C1a Producción de acero,CO2,27.42074
1990,CRF 2 Procesos industriales y uso de productos,2.C. Producción metalúrgica,2C5 Producción de plomo,CO2,2.54412
1990,CRF 2 Procesos industriales y uso de productos,2.D. Productos no energéticos y uso de disolventes,2D1 Uso de lubricantes,CO2,19.8448
1990,CRF 2 Procesos industriales y uso de productos,2.D. Productos no energéticos y uso de disolventes,2D2 Uso de parafinas,CO2,4.122658
1990,CRF 2 Procesos industriales y uso de productos,2.G. Otras fuentes de emisión de procesos industriales,2G1a Equipos eléctricos/Fabricación,SF6,0.0362419115
1990,CRF 2 Procesos industriales y uso de productos,2.G. Otras fuentes de emisión de procesos industriales,2G1b Equipos eléctricos/Stock,SF6,7.2291235095
1990,CRF 2 Procesos industriales y uso de productos,2.G. Otras fuentes de emisión de procesos industriales,2G3a Aplicaciones médicas,N2O,45.59132292
1990,CRF 2 Procesos industriales y uso de productos,2.G. Otras fuentes de emisión de procesos industriales,2G3b Propulsor para para productos a presión y aerosoles,N2O,0.131355995
1990,CRF 3 Sector agrario,3.A. Fermentación entérica,3A11 Vacuno de leche,CH4,47.58235888
1990,CRF 3 Sector agrario,3.A. Fermentación entérica,3A12 Vacuno no lechero,CH4,74.932551288
1990,CRF 3 Sector agrario,3.A. Fermentación entérica,3A2 Ovino,CH4,32.504280452
1990,CRF 3 Sector agrario,3.A. Fermentación entérica,3A31 Porcino blanco,CH4,2.487323664
1990,CRF 3 Sector agrario,3.A. Fermentación entérica,3A42 Caprino,CH4,12.896757888
1990,CRF 3 Sector agrario,3.A. Fermentación entérica,3A43 Equino,CH4,1.650577348
1990,CRF 3 Sector agrario,3.A. Fermentación entérica,3A44 Mulas y asnos,CH4,0.401098376
1990,CRF 3 Sector agrario,3.A. Fermentación entérica,3A46 Conejos,CH4,0.45191048
1990,CRF 3 Sector agrario,3.B. Gestión del estiércol,3B11 Vacuno ,CH4,21.593901196
1990,CRF 3 Sector agrario,3.B. Gestión del estiércol,3B12 Ovino,CH4,5.616810696
1990,CRF 3 Sector agrario,3.B. Gestión del estiércol,3B13 Porcino,CH4,25.971184428
1990,CRF 3 Sector agrario,3.B. Gestión del estiércol,3B14 Otros animales,CH4,1.967066052
1990,CRF 3 Sector agrario,3.B. Gestión del estiércol,3B21 Vacuno,N2O,3.27168523
1990,CRF 3 Sector agrario,3.B. Gestión del estiércol,3B22 Ovino,N2O,2.872293395
1990,CRF 3 Sector agrario,3.B. Gestión del estiércol,3B23 Porcino,N2O,0.93723186
1990,CRF 3 Sector agrario,3.B. Gestión del estiércol,3B24 Otros animales,N2O,2.8499478
1990,CRF 3 Sector agrario,3.B. Gestión del estiércol,3B25 Emisiones indirectas de NO2,N2O,6.25085445
1990,CRF 3 Sector agrario,3.D. Suelos agrícolas,3D11 Fertilizantes inorgánicos de N,N2O,26.758241705
1990,CRF 3 Sector agrario,3.D. Suelos agrícolas,3D12 Fertilizantes orgánicos de N,N2O,18.67089406
1990,CRF 3 Sector agrario,3.D. Suelos agrícolas,3D13 Orina y estiércol depositado por animales de pastoreo,N2O,2.192591715
1990,CRF 3 Sector agrario,3.D. Suelos agrícolas,3D14 Residuos de cultivos,N2O,1.650679435
1990,CRF 3 Sector agrario,3.D. Suelos agrícolas,3D21 Deposición atmosférica,N2O,6.398826475
1990,CRF 3 Sector agrario,3.D. Suelos agrícolas,3D22 Lixiviación y Escorrentía de N,N2O,3.42607741
1990,CRF 3 Sector agrario,3.F. Quema en el campo de residuos agrícolas,3F11 Trigo,CH4,2.44772206
1990,CRF 3 Sector agrario,3.F. Quema en el campo de residuos agrícolas,3F11 Trigo,N2O,0.600598385
1990,CRF 3 Sector agrario,3.F. Quema en el campo de residuos agrícolas,3F12 Cebada,CH4,2.602911276
1990,CRF 3 Sector agrario,3.F. Quema en el campo de residuos agrícolas,3F12 Cebada,N2O,0.638677295
1990,CRF 3 Sector agrario,3.F. Quema en el campo de residuos agrícolas,3F13 Maíz,CH4,2.862861316
1990,CRF 3 Sector agrario,3.F. Quema en el campo de residuos agrícolas,3F13 Maíz,N2O,0.70246147
1990,CRF 3 Sector agrario,3.F. Quema en el campo de residuos agrícolas,3F14 Otros cereales,CH4,0.050859032
1990,CRF 3 Sector agrario,3.F. Quema en el campo de residuos agrícolas,3F14 Otros cereales,N2O,0.01247938
1990,CRF 3 Sector agrario,3.F. Quema en el campo de residuos agrícolas,3F31 Tubérculos y raíces,CH4,1.516456732
1990,CRF 3 Sector agrario,3.F. Quema en el campo de residuos agrícolas,3F31 Tubérculos y raíces,N2O,0.372093655
1990,CRF 3 Sector agrario,3.F. Quema en el campo de residuos agrícolas,3F5 Otros,CH4,0.263721556
1990,CRF 3 Sector agrario,3.F. Quema en el campo de residuos agrícolas,3F5 Otros,N2O,0.064709555
1990,CRF 3 Sector agrario,3.H. Urea,3H Urea,CO2,4.874556
1990,CRF 3 Sector agrario,3.I. Otros fertilizantes que contienen carbono,3I Otros fertilizantes que contienen carbono,CO2,0.858992
1990,"CRF 4 Uso de la tierra, cambios de usos de la tierra y selvicultura",4(IV)2 Emisiones indirectas de N2O,4(IV)2 Emisiones indirectas de N2O,N2O,0.0950152472
1990,"CRF 4 Uso de la tierra, cambios de usos de la tierra y selvicultura",4.A. Tierras forestales,4A11 Tierras forestales que permanecen como tierras forestales,CH4,0.7703816279
1990,"CRF 4 Uso de la tierra, cambios de usos de la tierra y selvicultura",4.A. Tierras forestales,4A11 Tierras forestales que permanecen como tierras forestales,CO2,-136.848958043
1990,"CRF 4 Uso de la tierra, cambios de usos de la tierra y selvicultura",4.A. Tierras forestales,4A11 Tierras forestales que permanecen como tierras forestales,N2O,0.4033381015
1990,"CRF 4 Uso de la tierra, cambios de usos de la tierra y selvicultura",4.A. Tierras forestales,4A21 Tierras de cultivo convertidas en tierras forestales,CO2,-31.0203172147
1990,"CRF 4 Uso de la tierra, cambios de usos de la tierra y selvicultura",4.A. Tierras forestales,4A22 Pastizales convertidos en tierras forestales,CO2,-113.0364237114
1990,"CRF 4 Uso de la tierra, cambios de usos de la tierra y selvicultura",4.A. Tierras forestales,4A23 Humedales convertidos en tierras forestales,CO2,0.0
1990,"CRF 4 Uso de la tierra, cambios de usos de la tierra y selvicultura",4.A. Tierras forestales,4A24 Asentamientos convertidos en tierras forestales,CO2,-0.0343089011
1990,"CRF 4 Uso de la tierra, cambios de usos de la tierra y selvicultura",4.A. Tierras forestales,4A25 Otras tierras convertidas en tierras forestales,CO2,0.0
1990,"CRF 4 Uso de la tierra, cambios de usos de la tierra y selvicultura",4.B. Tierras de cultivo,4B11 Tierras de cultivo que siguen siendo tierras de cultivo,CH4,1.1890339186
1990,"CRF 4 Uso de la tierra, cambios de usos de la tierra y selvicultura",4.B. Tierras de cultivo,4B11 Tierras de cultivo que siguen siendo tierras de cultivo,CO2,3.2131376871
1990,"CRF 4 Uso de la tierra, cambios de usos de la tierra y selvicultura",4.B. Tierras de cultivo,4B11 Tierras de cultivo que siguen siendo tierras de cultivo,N2O,1.0274803971
1990,"CRF 4 Uso de la tierra, cambios de usos de la tierra y selvicultura",4.B. Tierras de cultivo,4B21 Tierras forestales convertidas en tierras de cultivo,CO2,9.4689567069
1990,"CRF 4 Uso de la tierra, cambios de usos de la tierra y selvicultura",4.B. Tierras de cultivo,4B22 Pastizales convertidos en tierras de cultivo,CO2,16.182723298
1990,"CRF 4 Uso de la tierra, cambios de usos de la tierra y selvicultura",4.B. Tierras de cultivo,4B23 Humedales convertidos en tierras de cultivo,CO2,0.0
1990,"CRF 4 Uso de la tierra, cambios de usos de la tierra y selvicultura",4.B. Tierras de cultivo,4B24 Asentamientos convertidos en tierras de cultivo,CO2,-0.0777832686
1990,"CRF 4 Uso de la tierra, cambios de usos de la tierra y selvicultura",4.B. Tierras de cultivo,4B25 Otras tierras convertidas en tierras de cultivo,CO2,0.0
1990,"CRF 4 Uso de la tierra, cambios de usos de la tierra y selvicultura",4.C. Pastizales,4C11 Pastizales que siguen siendo pastizales,CH4,2.0805571556
1990,"CRF 4 Uso de la tierra, cambios de usos de la tierra y selvicultura",4.C. Pastizales,4C11 Pastizales que siguen siendo pastizales,N2O,1.8148721389
1990,"CRF 4 Uso de la tierra, cambios de usos de la tierra y selvicultura",4.C. Pastizales,4C11 Pastizales que siguen siendo pastizales,CO2,0.1496800708
1990,"CRF 4 Uso de la tierra, cambios de usos de la tierra y selvicultura",4.C. Pastizales,4C21 Tierras forestales convertidas en pastizales,CO2,1.2306488485
1990,"CRF 4 Uso de la tierra, cambios de usos de la tierra y selvicultura",4.C. Pastizales,4C22 Tierras de cultivo convertidas en pastizales,CO2,-19.3494905587
1990,"CRF 4 Uso de la tierra, cambios de usos de la tierra y selvicultura",4.C. Pastizales,4C23 Humedales convertidos en pastizales,CO2,0.019507858
1990,"CRF 4 Uso de la tierra, cambios de usos de la tierra y selvicultura",4.C. Pastizales,4C24 Asentamientos convertidos en pastizales,CO2,-0.1336164186
1990,"CRF 4 Uso de la tierra, cambios de usos de la tierra y selvicultura",4.C. Pastizales,4C25 Otras tierras convertidas en pastizales,CO2,0.0
1990,"CRF 4 Uso de la tierra, cambios de usos de la tierra y selvicultura",4.D. Humedales,4D12 Tierras inundadas que permanecen como tierras inundadas,CO2,0.0
1990,"CRF 4 Uso de la tierra, cambios de usos de la tierra y selvicultura",4.D. Humedales,4D22 Tierras convertidas en tierras inundadas,CO2,-1.1131768897
1990,"CRF 4 Uso de la tierra, cambios de usos de la tierra y selvicultura",4.E. Asentamientos,4E11 Asentamiento restantes,CO2,0.0
1990,"CRF 4 Uso de la tierra, cambios de usos de la tierra y selvicultura",4.E. Asentamientos,4E21 Tierras forestales convertidas en asentamientos,CO2,8.6020022979
1990,"CRF 4 Uso de la tierra, cambios de usos de la tierra y selvicultura",4.E. Asentamientos,4E22 Tierras de cultivo convertidas en asentamientos,CO2,35.6469954848
1990,"CRF 4 Uso de la tierra, cambios de usos de la tierra y selvicultura",4.E. Asentamientos,4E23 Pastizales convertidos en asentamientos,CO2,25.0520943881
1990,"CRF 4 Uso de la tierra, cambios de usos de la tierra y selvicultura",4.E. Asentamientos,4E24 Humedales convertidos en asentamientos,CO2,0.0
1990,"CRF 4 Uso de la tierra, cambios de usos de la tierra y selvicultura",4.E. Asentamientos,4E25 Otras tierras convertidas en asentamientos,CO2,0.0
1990,"CRF 4 Uso de la tierra, cambios de usos de la tierra y selvicultura",4.F. Otras tierras,4F11 Otras tierras que quedan como otras tierras,CO2,0.0
1990,"CRF 4 Uso de la tierra, cambios de usos de la tierra y selvicultura",4.F. Otras tierras,4F21 Tierras forestales convertidas en otras tierras,CO2,0.0528267087
1990,"CRF 4 Uso de la tierra, cambios de usos de la tierra y selvicultura",4.F. Otras tierras,4F22 Tierras de cultivo convertidas en otras tierras,CO2,0.1437793342
1990,"CRF 4 Uso de la tierra, cambios de usos de la tierra y selvicultura",4.F. Otras tierras,4F23 Pastizales convertidos en otras tierras,CO2,0.0012212858
1990,"CRF 4 Uso de la tierra, cambios de usos de la tierra y selvicultura",4.F. Otras tierras,4F24 Humedales convertidos en otras tierras,CO2,0.0
1990,"CRF 4 Uso de la tierra, cambios de usos de la tierra y selvicultura",4.F. Otras tierras,4F25 Asentamientos convertidos en otras tierras,CO2,0.0
1990,"CRF 4 Uso de la tierra, cambios de usos de la tierra y selvicultura",4.G. Productos madereros,4G11 Madera sólida,CO2,-298.3459178947
1990,CRF 5 Residuos,5.A. Depósito en vertederos de residuos sólidos,5A1a Vertederos gestionados Anaeróbicos,CH4,1119.532001224
1990,CRF 5 Residuos,5.A. Depósito en vertederos de residuos sólidos,5A2 Vertederos no gestionados,CH4,78.281648116
1990,CRF 5 Residuos,5.B. Tratamiento biológico de residuos sólidos,5B1a Compostaje,N2O,2.0692896
1990,CRF 5 Residuos,5.B. Tratamiento biológico de residuos sólidos,5B1a Compostaje,CH4,3.644032
1990,CRF 5 Residuos,5.C. Incineración y quema en espacio abierto de residuos sólidos,5C12 Incineración de residuos no biogénicos,CO2,0.373125
1990,CRF 5 Residuos,5.C. Incineración y quema en espacio abierto de residuos sólidos,5C12 Incineración de residuos no biogénicos,N2O,0.010371835
1990,CRF 5 Residuos,5.C. Incineración y quema en espacio abierto de residuos sólidos,5C21 Quema abierta de residuos Biogénicos,CH4,0.795325244
1990,CRF 5 Residuos,5.C. Incineración y quema en espacio abierto de residuos sólidos,5C21 Quema abierta de residuos Biogénicos,N2O,0.960944325
1990,CRF 5 Residuos,5.C. Incineración y quema en espacio abierto de residuos sólidos,5C22 Quema abierta de residuos no biogénicos,CH4,0.560567028
1990,CRF 5 Residuos,5.C. Incineración y quema en espacio abierto de residuos sólidos,5C22 Quema abierta de residuos no biogénicos,CO2,0.461962
1990,CRF 5 Residuos,5.C. Incineración y quema en espacio abierto de residuos sólidos,5C22 Quema abierta de residuos no biogénicos,N2O,0.07560026
1990,CRF 5 Residuos,5.D. Tratamiento y eliminación de aguas residuales,5D1 Aguas residuales domésticas,N2O,101.4053028
1990,CRF 5 Residuos,5.D. Tratamiento y eliminación de aguas residuales,5D1 Aguas residuales domésticas,CH4,492.79328182
1990,CRF 5 Residuos,5.D. Tratamiento y eliminación de aguas residuales,5D2 Aguas residuales industriales,CH4,150.734957632
1990,CRF 5 Residuos,5.E. Otros,5E1 Esparcimiento de lodos,CH4,0.787271268
1991,CRF 1 Energía,1.A. Actividades de combustión,1A1a Producción de energía y calor en plantas de servicio público,CH4,0.016352504
1991,CRF 1 Energía,1.A. Actividades de combustión,1A1a Producción de energía y calor en plantas de servicio público,N2O,0.015476795
1991,CRF 1 Energía,1.A. Actividades de combustión,1A1c  Fabricación de combustibles sólidos y otras industrias energéticas,CH4,0.002041284
1991,CRF 1 Energía,1.A. Actividades de combustión,1A1c  Fabricación de combustibles sólidos y otras industrias energéticas,CO2,1.358042
1991,CRF 1 Energía,1.A. Actividades de combustión,1A1c  Fabricación de combustibles sólidos y otras industrias energéticas,N2O,0.006005695
1991,CRF 1 Energía,1.A. Actividades de combustión,1A2a Hierro y acero,CH4,0.125809124
1991,CRF 1 Energía,1.A. Actividades de combustión,1A2a Hierro y acero,CO2,110.475593
1991,CRF 1 Energía,1.A. Actividades de combustión,1A2a Hierro y acero,N2O,0.162046705
1991,CRF 1 Energía,1.A. Actividades de combustión,1A2b Metales no ferrosos,CO2,35.3653906402
1991,CRF 1 Energía,1.A. Actividades de combustión,1A2b Metales no ferrosos,N2O,0.0835411523
1991,CRF 1 Energía,1.A. Actividades de combustión,1A2b Metales no ferrosos,CH4,0.0862799346
1991,CRF 1 Energía,1.A. Actividades de combustión,1A2c Productos químicos,CH4,3.084200336
1991,CRF 1 Energía,1.A. Actividades de combustión,1A2c Productos químicos,CO2,946.426207
1991,CRF 1 Energía,1.A. Actividades de combustión,1A2c Productos químicos,N2O,1.87881502
1991,CRF 1 Energía,1.A. Actividades de combustión,"1A2d Pasta de papel, papel e impresión",CH4,1.378292048
1991,CRF 1 Energía,1.A. Actividades de combustión,"1A2d Pasta de papel, papel e impresión",CO2,130.72664
1991,CRF 1 Energía,1.A. Actividades de combustión,"1A2d Pasta de papel, papel e impresión",N2O,0.447980115
1991,CRF 1 Energía,1.A. Actividades de combustión,"1A2e  Procesado de alimentos, bebidas y tabaco",CH4,0.925109556
1991,CRF 1 Energía,1.A. Actividades de combustión,"1A2e  Procesado de alimentos, bebidas y tabaco",CO2,265.737531
1991,CRF 1 Energía,1.A. Actividades de combustión,"1A2e  Procesado de alimentos, bebidas y tabaco",N2O,0.544878955
1991,CRF 1 Energía,1.A. Actividades de combustión,1A2f Minerales no metálicos,CO2,988.6705188996
1991,CRF 1 Energía,1.A. Actividades de combustión,1A2f Minerales no metálicos,N2O,3.1878996388
1991,CRF 1 Energía,1.A. Actividades de combustión,1A2f Minerales no metálicos,CH4,1.657742602
1991,CRF 1 Energía,1.A. Actividades de combustión,1A2g Otros sectores,CO2,569.0172377578
1991,CRF 1 Energía,1.A. Actividades de combustión,1A2g Otros sectores,N2O,7.711928993
1991,CRF 1 Energía,1.A. Actividades de combustión,1A2g Otros sectores,CH4,6.5360988291
1991,CRF 1 Energía,1.A. Actividades de combustión,1A3a Transporte aéreo civil,CH4,0.2326226522
1991,CRF 1 Energía,1.A. Actividades de combustión,1A3a Transporte aéreo civil,CO2,511.67269432
1991,CRF 1 Energía,1.A. Actividades de combustión,1A3a Transporte aéreo civil,N2O,3.6854846499
1991,CRF 1 Energía,1.A. Actividades de combustión,1A3b Transporte rodado,CH4,60.68266974
1991,CRF 1 Energía,1.A. Actividades de combustión,1A3b Transporte rodado,CO2,6028.033694
1991,CRF 1 Energía,1.A. Actividades de combustión,1A3b Transporte rodado,N2O,47.420264675
1991,CRF 1 Energía,1.A. Actividades de combustión,1A3c Transporte por ferrocarril,N2O,0.050366165
1991,CRF 1 Energía,1.A. Actividades de combustión,1A3c Transporte por ferrocarril,CO2,25.291654
1991,CRF 1 Energía,1.A. Actividades de combustión,1A3c Transporte por ferrocarril,CH4,0.03966004
1991,CRF 1 Energía,1.A. Actividades de combustión,1A4a Comercial / institucional,CO2,1159.640053
1991,CRF 1 Energía,1.A. Actividades de combustión,1A4a Comercial / institucional,N2O,2.05841665
1991,CRF 1 Energía,1.A. Actividades de combustión,1A4a Comercial / institucional,CH4,4.039872172
1991,CRF 1 Energía,1.A. Actividades de combustión,1A4b  ResidencialEstacionaria,CH4,89.821914924
1991,CRF 1 Energía,1.A. Actividades de combustión,1A4b  ResidencialEstacionaria,CO2,2927.68333
1991,CRF 1 Energía,1.A. Actividades de combustión,1A4b  ResidencialEstacionaria,N2O,6.783249255
1991,CRF 1 Energía,1.A. Actividades de combustión,1A4c Agricultura/Pesca/Forestal,CH4,0.175775712
1991,CRF 1 Energía,1.A. Actividades de combustión,1A4c Agricultura/Pesca/Forestal,CO2,82.61743
1991,CRF 1 Energía,1.A. Actividades de combustión,1A4c Agricultura/Pesca/Forestal,N2O,0.731841225
1991,CRF 1 Energía,1.A. Actividades de combustión,"1A5b  Otros, móviles (incluidos barcos militares, terrestres y de recreo)",CH4,0.016381932
1991,CRF 1 Energía,1.A. Actividades de combustión,"1A5b  Otros, móviles (incluidos barcos militares, terrestres y de recreo)",CO2,33.740197
1991,CRF 1 Energía,1.A. Actividades de combustión,"1A5b  Otros, móviles (incluidos barcos militares, terrestres y de recreo)",N2O,0.245553505
1991,CRF 1 Energía,1.B. Emisiones fugitivas de los combustibles,1B2b Emisiones fugitivas de gas natural ,CH4,8.144733268
1991,CRF 1 Energía,1.B. Emisiones fugitivas de los combustibles,1B2b Emisiones fugitivas de gas natural ,CO2,0.003261
1991,CRF 2 Procesos industriales y uso de productos,2.A. Productos minerales,2A1 Producción de cemento,CO2,833.914013
1991,CRF 2 Procesos industriales y uso de productos,2.A. Productos minerales,2A2 Producción de Cal,CO2,71.1294946114
1991,CRF 2 Procesos industriales y uso de productos,2.A. Productos minerales,2A3 Producción de vidrio,CO2,5.45344
1991,CRF 2 Procesos industriales y uso de productos,2.A. Productos minerales,2A4a Producción de cerámica,CO2,8.616544
1991,CRF 2 Procesos industriales y uso de productos,2.A. Productos minerales,2A4b Otros usos de carbonato sódico ,CO2,18.415478
1991,CRF 2 Procesos industriales y uso de productos,2.C. Producción metalúrgica,2C1a Producción de acero,CO2,27.311698
1991,CRF 2 Procesos industriales y uso de productos,2.C. Producción metalúrgica,2C5 Producción de plomo,CO2,2.2156
1991,CRF 2 Procesos industriales y uso de productos,2.D. Productos no energéticos y uso de disolventes,2D1 Uso de lubricantes,CO2,18.616327
1991,CRF 2 Procesos industriales y uso de productos,2.D. Productos no energéticos y uso de disolventes,2D2 Uso de parafinas,CO2,4.055479
1991,CRF 2 Procesos industriales y uso de productos,2.G. Otras fuentes de emisión de procesos industriales,2G1a Equipos eléctricos/Fabricación,SF6,0.423809152
1991,CRF 2 Procesos industriales y uso de productos,2.G. Otras fuentes de emisión de procesos industriales,2G1b Equipos eléctricos/Stock,SF6,7.5952876315
1991,CRF 2 Procesos industriales y uso de productos,2.G. Otras fuentes de emisión de procesos industriales,2G3a Aplicaciones médicas,N2O,54.969571425
1991,CRF 2 Procesos industriales y uso de productos,2.G. Otras fuentes de emisión de procesos industriales,2G3b Propulsor para para productos a presión y aerosoles,N2O,0.131308825
1991,CRF 3 Sector agrario,3.A. Fermentación entérica,3A11 Vacuno de leche,CH4,50.515151764
1991,CRF 3 Sector agrario,3.A. Fermentación entérica,3A12 Vacuno no lechero,CH4,103.453265328
1991,CRF 3 Sector agrario,3.A. Fermentación entérica,3A2 Ovino,CH4,32.093736388
1991,CRF 3 Sector agrario,3.A. Fermentación entérica,3A31 Porcino blanco,CH4,2.134423816
1991,CRF 3 Sector agrario,3.A. Fermentación entérica,3A42 Caprino,CH4,4.802672196
1991,CRF 3 Sector agrario,3.A. Fermentación entérica,3A43 Equino,CH4,1.6621367
1991,CRF 3 Sector agrario,3.A. Fermentación entérica,3A44 Mulas y asnos,CH4,0.37491216
1991,CRF 3 Sector agrario,3.B. Gestión del estiércol,3B11 Vacuno,CH4,21.413258384
1991,CRF 3 Sector agrario,3.B. Gestión del estiércol,3B12 Ovino,CH4,4.694791584
1991,CRF 3 Sector agrario,3.B. Gestión del estiércol,3B13 Porcino,CH4,19.728254868
1991,CRF 3 Sector agrario,3.B. Gestión del estiércol,3B14 Otros animales,CH4,1.507144632
1991,CRF 3 Sector agrario,3.B. Gestión del estiércol,3B21 Vacuno,N2O,3.85165257
1991,CRF 3 Sector agrario,3.B. Gestión del estiércol,3B22 Ovino,N2O,2.66959198
1991,CRF 3 Sector agrario,3.B. Gestión del estiércol,3B23 Porcino,N2O,0.80319009
1991,CRF 3 Sector agrario,3.B. Gestión del estiércol,3B24 Otros animales,N2O,2.2037135
