gei_yr,gei_crf,gei_co2_eq_t,gei_pollutant
1995,1A2e,2580.50268,CH4
1995,1A2e,396203.23000000004,CO2
1995,1A2e,751.61102,N2O
1995,1A2f,1917.6459385,CH4
1995,1A2f,858549.1537841,CO2
1995,1A2f,2405.8596893000004,N2O
1995,1A2g,8478.915066700001,CH4
1995,1A2g,764895.023,CO2
1995,1A2g,5552.711885,N2O
1995,1A3a,4643.8679474,N2O
1995,1A3a,294.28616289999997,CH4
1995,1A3a,644867.8869283,CO2
1995,1A3b,191466.793,N2O
1995,1A3b,7249373.4,CO2
1995,1A3b,50307.49108,CH4
1995,1A3c,31.002048000000002,CH4
1995,1A3c,19770.355,CO2
1995,1A3c,39.37105,N2O
1995,1A4a,4810.356544,CH4
1995,1A4a,1251127.565,CO2
1995,1A4a,2098.288815,N2O
1995,1A4b,4921.965840000001,N2O
1995,1A4b,42596.011304,CH4
1995,1A4b,2715915.3230000003,CO2
1995,1A4c,736.827995,N2O
1995,1A4c,126.07386400000001,CH4
1995,1A4c,75426.758,CO2
1995,1A5b,18.216968,CH4
1995,1A5b,42429.458,CO2
1995,1A5b,321.116665,N2O
1995,1B2b,13967.803024,CH4
1995,1B2b,0.184,CO2
1995,2A1,542239.812,CO2
1995,2A2,65618.6710453,CO2
1995,2A3,6661.732,CO2
1995,2A4a,9239.344,CO2
1995,2A4b,17011.715,CO2
1995,2C1a,32324.224000000002,CO2
1995,2C5,3000.0,CO2
1995,2D1,20558.602,CO2
1995,2D2,4004.41,CO2
1995,2F3a,2.3610900000000004,HFC
1995,2F3a,4.131432,HFC
1995,2F3a,0.5894716,PFC
1995,2F3b,7.8635528,PFC
1995,2F3b,46.4190439,HFC
1995,2F3b,55.0910052,HFC
1995,2G1a,2674.4850389999997,SF6
1995,2G1b,8576.456952499999,SF6
1995,2G2b,38.5463215,SF6
1995,2G3a,83098.550805,N2O
1995,2G3b,130.599155,N2O
1995,3A11,40543.931428,CH4
1995,3A12,123846.643536,CH4
1995,3A2,31089.496032,CH4
1995,3A31,1770.451424,CH4
1995,3A42,6066.297048,CH4
1995,3A43,1710.17238,CH4
1995,3A44,270.072376,CH4
1995,3A46,777.83104,CH4
1995,3B11,20405.127176,CH4
1995,3B12,4496.613939999999,CH4
1995,3B13,16730.85344,CH4
1995,3B14,2030.535164,CH4
1995,3B21,3334.92536,N2O
1995,3B22,2310.855385,N2O
1995,3B23,608.2370099999999,N2O
1995,3B24,3204.480965,N2O
1995,3B25,5703.74234,N2O
1995,3D11,20132.005215,N2O
1995,3D12,16601.196625,N2O
1995,3D13,3283.2021299999997,N2O
1995,3D14,1225.214515,N2O
1995,3D21,5879.5335350000005,N2O
1995,3D22,3011.49127,N2O
1995,3F11,1068.009544,CH4
1995,3F11,262.05796999999995,N2O
1995,3F12,1442.220668,CH4
1995,3F12,353.87835,N2O
1995,3F13,2256.082136,CH4
1995,3F13,553.5757249999999,N2O
1995,3F14,50.465128,CH4
1995,3F14,12.382655,N2O
1995,3F21,0.288316,CH4
1995,3F21,0.070755,N2O
1995,3F31,1167.446504,CH4
1995,3F31,286.45678499999997,N2O
1995,3F5,239.936872,CH4
1995,3F5,58.87346,N2O
1995,3H,2527.543,CO2
1995,3I,733.7280000000001,CO2
1995,3.D.2,102.47146910000001,N2O
1995,4A11,-141892.7583935,CO2
1995,4A11,681.7202862,N2O
1995,4A11,1302.095641,CH4
1995,4A21,-39775.3380189,CO2
1995,4A22,-152061.8309229,CO2
1995,4A23,0.0,CO2
1995,4A24,-98.5970726,CO2
1995,4A25,0.0,CO2
1995,4B11,208.5088921,CH4
1995,4B11,1636.3976271000001,CO2
1995,4B11,180.17887960000002,N2O
1995,4B21,8910.4684519,CO2
1995,4B22,15805.4689506,CO2
1995,4B23,0.0,CO2
1995,4B24,-40.0326373,CO2
1995,4B25,0.0,CO2
1995,4C11,742.047189,CH4
1995,4C11,124.6895231,CO2
1995,4C11,655.3867273000001,N2O
1995,4C21,1102.0432263,CO2
1995,4C22,-29228.9566203,CO2
1995,4C23,14.374211200000001,CO2
1995,4C24,-186.85033470000002,CO2
1995,4C25,0.0,CO2
1995,4D12,0.0,CO2
1995,4D22,-1039.5364207999999,CO2
1995,4E11,0.0,CO2
1995,4E21,8683.7104678,CO2
1995,4E22,40882.2150415,CO2
1995,4E23,25523.9959614,CO2
1995,4E24,0.0,CO2
1995,4E25,0.0,CO2
1995,4F11,0.0,CO2
1995,4F21,80.2898471,CO2
1995,4F22,302.9789632,CO2
1995,4F23,2.5154198,CO2
1995,4F24,0.0,CO2
1995,4F25,0.0,CO2
1995,4G11,-318357.22520479996,CO2
1995,5A1a,1453058.540108,CH4
1995,5A2,66875.583544,CH4
1995,5B1a,30700.761364,CH4
1995,5B1a,17433.64669,N2O
1995,5C21,401.76564399999995,CH4
1995,5C21,543.33798,N2O
1995,5C22,48.59344,CH4
1995,5C22,58.588,CO2
1995,5C22,6.774725,N2O
1995,5D1,96139.4719,N2O
1995,5D1,405507.185104,CH4
1995,5D2,142187.46771599998,CH4
1995,5E1,478.39932,CH4
1996,1A1a,22.9038779,CH4
1996,1A1a,46078.02536,CO2
1996,1A1a,1111.3879626,N2O
1996,1A1c,1.2372640000000001,CH4
1996,1A1c,1512.021,CO2
1996,1A1c,7.1073,N2O
1996,1A2a,170.60912,N2O
1996,1A2a,189.48608000000002,CH4
1996,1A2a,114308.07299999999,CO2
1996,1A2b,114.3332068,N2O
1996,1A2b,40856.798662400004,CO2
1996,1A2b,282.1759106,CH4
1996,1A2c,9081.9344,CH4
1996,1A2c,1016159.644,CO2
1996,1A2c,2718.3813950000003,N2O
1996,1A2d,5336.9767919999995,CH4
1996,1A2d,346350.646,CO2
1996,1A2d,1156.121065,N2O
1996,1A2e,3119.991504,CH4
1996,1A2e,287360.459,CO2
1996,1A2e,649.3154549999999,N2O
1996,1A2f,2514.6735172999997,CH4
1996,1A2f,940637.2937851,CO2
1996,1A2f,2523.5460535,N2O
1996,1A2g,9748.3851517,CH4
1996,1A2g,582257.262,CO2
1996,1A2g,5478.0847217,N2O
1996,1A3a,319.1501505,CH4
1996,1A3a,700698.3691608,CO2
1996,1A3a,5046.470886,N2O
1996,1A3b,243072.56148499998,N2O
1996,1A3b,52678.67626,CH4
1996,1A3b,8289814.720000001,CO2
1996,1A3c,37.952769999999994,N2O
1996,1A3c,29.885156,CH4
1996,1A3c,19058.112999999998,CO2
1996,1A3e,21.318024,CH4
1996,1A3e,38606.352,CO2
1996,1A3e,23.703985,N2O
1996,1A4a,5154.619652,CH4
1996,1A4a,1311375.367,CO2
1996,1A4a,2283.83731,N2O
1996,1A4b,5634.794375,N2O
1996,1A4b,53395.954527999995,CH4
1996,1A4b,3053809.664,CO2
1996,1A4c,761.69692,N2O
1996,1A4c,129.532452,CH4
1996,1A4c,76865.369,CO2
1996,1A5b,19.91248,CH4
1996,1A5b,46576.807,CO2
1996,1A5b,355.82186,N2O
1996,1B2b,12487.208132,CH4
1996,1B2b,0.588,CO2
1996,2A1,512798.846,CO2
1996,2A2,65442.456430700004,CO2
1996,2A3,7036.647999999999,CO2
1996,2A4a,9860.071,CO2
1996,2A4b,15440.505,CO2
1996,2C1a,28488.125,CO2
1996,2C5,3300.0,CO2
1996,2D1,18646.301,CO2
1996,2D2,14146.029999999999,CO2
1996,2F1a,5196.1984064,HFC
1996,2F1a,2361.7388015,HFC
1996,2F1a,9298.6222032,HFC
1996,2F1b,228.3012017,HFC
1996,2F1c,1959.3765386,HFC
1996,2F1c,17250.9739392,HFC
1996,2F1c,10184.4088808,HFC
1996,2F1c,0.7909697,PFC
1996,2F1d,241.6835516,HFC
1996,2F1d,465.4353158,HFC
1996,2F1d,432.4947744,HFC
1996,2F1e,9523.3816158,HFC
1996,2F3a,2.5788835999999997,HFC
1996,2F3a,5.4092396,HFC
1996,2F3a,1.7705768000000002,PFC
1996,2F3b,30.6899764,PFC
1996,2F3b,76.2145703,HFC
1996,2F3b,121.7555752,HFC
1996,2G1a,3373.324185,SF6
1996,2G1b,9107.719126,SF6
1996,2G1c,0.41402300000000003,SF6
1996,2G2b,38.5934155,SF6
1996,2G3a,85611.67804,N2O
1996,2G3b,130.45658500000002,N2O
1996,3A11,38425.793056,CH4
1996,3A12,115331.54035200001,CH4
1996,3A2,30958.757648,CH4
1996,3A31,1586.559184,CH4
1996,3A42,11342.849196,CH4
1996,3A43,1722.04116,CH4
1996,3A44,243.945772,CH4
1996,3A46,822.83208,CH4
1996,3B11,17511.715704000002,CH4
1996,3B12,5091.817051999999,CH4
1996,3B13,13258.249816,CH4
1996,3B14,2018.1260399999999,CH4
1996,3B21,3185.8856499999997,N2O
1996,3B22,3021.3127000000004,N2O
1996,3B23,541.35101,N2O
1996,3B24,2965.1615850000003,N2O
1996,3B25,5623.59574,N2O
1996,3D11,24984.06697,N2O
1996,3D12,13800.24865,N2O
1996,3D13,3188.818405,N2O
1996,3D14,1655.4401599999999,N2O
1996,3D21,5911.4504,N2O
1996,3D22,3140.93529,N2O
1996,3F11,1349.7177680000002,CH4
1996,3F11,331.180835,N2O
1996,3F12,2288.0049360000003,CH4
1996,3F12,561.408595,N2O
1996,3F13,548.2802300000001,N2O
1996,3F13,2234.500968,CH4
1996,3F14,76.025684,CH4
1996,3F14,18.65441,N2O
1996,3F31,968.820188,CH4
1996,3F31,237.71983999999998,N2O
1996,3F5,336.735028,CH4
1996,3F5,82.62488,N2O
1996,3H,3850.3340000000003,CO2
1996,3I,860.982,CO2
1996,3.D.2,103.96271349999999,N2O
1996,4A11,14.727442300000002,N2O
1996,4A11,28.1296285,CH4
1996,4A11,-142901.51846360002,CO2
1996,4A21,-41526.342179700005,CO2
1996,4A22,-159866.9123652,CO2
1996,4A23,0.0,CO2
1996,4A24,-111.4547069,CO2
1996,4A25,0.0,CO2
1996,4B11,375.58964430000003,CH4
1996,4B11,1321.04135,CO2
1996,4B11,324.5584426,N2O
1996,4B21,8798.751709999999,CO2
1996,4B22,15730.0416449,CO2
1996,4B23,0.0,CO2
1996,4B24,-32.4787188,CO2
1996,4B25,0.0,CO2
1996,4C11,119.6914136,CO2
1996,4C11,51.4305204,N2O
1996,4C11,43.7862088,CH4
1996,4C21,1076.3221019,CO2
1996,4C22,-31204.8498326,CO2
1996,4C23,13.3474818,CO2
1996,4C24,-197.49711789999998,CO2
1996,4C25,0.0,CO2
1996,4D12,0.0,CO2
1996,4D22,-1024.808327,CO2
1996,4E11,0.0,CO2
1996,4E21,8700.0521018,CO2
1996,4E22,41929.258952899996,CO2
1996,4E23,25618.3762761,CO2
1996,4E24,0.0,CO2
1996,4E25,0.0,CO2
1996,4F11,0.0,CO2
1996,4F21,85.78247479999999,CO2
1996,4F22,334.818889,CO2
1996,4F23,2.7742466,CO2
1996,4F24,0.0,CO2
1996,4F25,0.0,CO2
1996,4G11,-304045.7801091,CO2
1996,5A1a,1505582.457736,CH4
1996,5A2,64090.620888000005,CH4
1996,5B1a,33271.365652,CH4
1996,5B1a,18893.38276,N2O
1996,5C21,994.2885679999999,CH4
1996,5C21,1077.4476,N2O
1996,5C22,55.833344,CH4
1996,5C22,67.168,CO2
1996,5C22,7.792325,N2O
1996,5D1,96040.6428,N2O
1996,5D1,391035.890616,CH4
1996,5D2,140176.330924,CH4
1996,5E1,398.95248399999997,CH4
1997,1A1a,18.669233000000002,CH4
1997,1A1a,89614.22168,CO2
1997,1A1a,3254.6480938000004,N2O
1997,1A1c,0.768992,CH4
1997,1A1c,1540.741,CO2
1997,1A1c,7.27796,N2O
1997,1A2a,95.96070399999999,CH4
1997,1A2a,122096.996,CO2
1997,1A2a,131.251055,N2O
1997,1A2b,264.6124372,CH4
1997,1A2b,79686.61107520001,CO2
1997,1A2b,159.0800651,N2O
1997,1A2c,10748.96116,CH4
1997,1A2c,806404.373,CO2
1997,1A2c,1908.673365,N2O
1997,1A2d,7188.714120000001,CH4
1997,1A2d,279288.3,CO2
1997,1A2d,884.4449199999999,N2O
1997,1A2e,3947.677384,CH4
1997,1A2e,297112.314,CO2
1997,1A2e,686.68973,N2O
1997,1A2f,2450.7944355000004,CH4
1997,1A2f,786979.0215042,CO2
1997,1A2f,1763.0115325,N2O
1997,1A2g,10911.922646300001,CH4
1997,1A2g,731992.8761877,CO2
1997,1A2g,4909.2735211,N2O
1997,1A3a,340.5185322,CH4
1997,1A3a,747755.2739672,CO2
1997,1A3a,5385.435797200001,N2O
1997,1A3b,47499.459643999995,CH4
1997,1A3b,8162493.765000001,CO2
1997,1A3b,214780.549335,N2O
1997,1A3c,30.161824,CH4
1997,1A3c,19234.54,CO2
1997,1A3c,38.303895,N2O
1997,1A3e,23.44454,CH4
1997,1A3e,41541.816,CO2
1997,1A3e,26.772154999999998,N2O
1997,1A4a,5693.572808,CH4
1997,1A4a,1344469.955,CO2
1997,1A4a,2353.636985,N2O
1997,1A4b,57864.135504,CH4
1997,1A4b,3088157.7739999997,CO2
1997,1A4b,5890.483335,N2O
1997,1A4c,727.1992200000001,N2O
1997,1A4c,121.751812,CH4
1997,1A4c,73078.395,CO2
1997,1A5b,19.535264,CH4
1997,1A5b,49953.604,CO2
1997,1A5b,377.529335,N2O
1997,1B2b,11926.926614999998,CH4
1997,1B2b,1.2072174,CO2
1997,2A1,544734.576,CO2
1997,2A2,73926.3880819,CO2
1997,2A3,7411.564,CO2
1997,2A4a,10808.538,CO2
1997,2A4b,10688.803,CO2
1997,2C1a,33703.75,CO2
1997,2C5,2972.2,CO2
1997,2D1,22501.289,CO2
1997,2D2,11816.881000000001,CO2
1997,2F1a,10660.994114399999,HFC
1997,2F1a,6918.3623041,HFC
1997,2F1a,19077.8902416,HFC
1997,2F1b,686.5009008000001,HFC
1997,2F1c,1.6217046000000002,PFC
1997,2F1c,35393.6444928,HFC
1997,2F1c,5656.4562704,HFC
1997,2F1c,20895.2556452,HFC
1997,2F1d,1391.3084263,HFC
1997,2F1d,887.3430144,HFC
1997,2F1d,495.8569729,HFC
1997,2F1e,14895.648612,HFC
1997,2F3a,6.5204601,HFC
1997,2F3a,23.8964616,HFC
1997,2F3a,0.3545956,PFC
1997,2F3b,32.3861344,PFC
1997,2F3b,155.6259384,HFC
1997,2F3b,428.3521472,HFC
1997,2F4a,341.61207859999996,HFC
1997,2G1a,7570.8640815,SF6
1997,2G1b,9101.94104,SF6
1997,2G1c,0.2014185,SF6
1997,2G2b,43.4761515,SF6
1997,2G3a,86951.80689,N2O
1997,2G3b,130.28857499999998,N2O
1997,3A11,46914.791756,CH4
1997,3A12,136163.08669599998,CH4
1997,3A2,34628.41732,CH4
1997,3A31,1732.82564,CH4
1997,3A42,8407.721364,CH4
1997,3A43,1734.021856,CH4
1997,3A44,217.646492,CH4
1997,3A46,547.54784,CH4
1997,3B11,23942.550828000003,CH4
1997,3B12,6481.129284,CH4
1997,3B13,15786.777692,CH4
1997,3B14,1890.25718,CH4
1997,3B21,4207.97793,N2O
1997,3B22,3485.382025,N2O
1997,3B23,588.72559,N2O
1997,3B24,2626.36942,N2O
1997,3B25,6427.889819999999,N2O
1997,3D11,21392.133479999997,N2O
1997,3D12,17084.896090000002,N2O
1997,3D13,3412.1492749999998,N2O
1997,3D14,1632.608555,N2O
1997,3D21,6260.45063,N2O
1997,3D22,3215.22009,N2O
1997,3F11,1517.37474,CH4
1997,3F11,372.318905,N2O
1997,3F12,2429.900536,CH4
1997,3F12,596.22562,N2O
1997,3F13,634.359385,N2O
1997,3F13,2585.313556,CH4
1997,3F14,24.235840000000003,N2O
1997,3F14,98.771764,CH4
1997,3F31,719.0695959999999,CH4
1997,3F31,176.43859,N2O
1997,3F5,265.41141200000004,CH4
1997,3F5,65.124015,N2O
1997,3H,3520.3199999999997,CO2
1997,3I,737.1220000000001,CO2
1997,3.D.2,105.4539579,N2O
1997,4A11,-143910.27853369998,CO2
1997,4A11,11.9467271,N2O
1997,4A11,22.8184222,CH4
1997,4A21,-43277.3463405,CO2
1997,4A22,-167671.9938075,CO2
1997,4A23,0.0,CO2
1997,4A24,-124.31234119999999,CO2
1997,4A25,0.0,CO2
1997,4B11,97.0689552,CH4
1997,4B11,1005.6821184,CO2
1997,4B11,83.88023849999999,N2O
1997,4B21,8687.0281433,CO2
1997,4B22,15654.622762800002,CO2
1997,4B23,0.0,CO2
1997,4B24,-24.923444699999997,CO2
1997,4B25,0.0,CO2
1997,4C11,64.7958773,CH4
1997,4C11,114.693304,CO2
1997,4C11,69.017972,N2O
1997,4C21,1050.6009774,CO2
1997,4C22,-33180.743044899995,CO2
1997,4C23,12.3207524,CO2
1997,4C24,-208.1439011,CO2
1997,4C25,0.0,CO2
1997,4D12,0.0,CO2
1997,4D22,-1010.0802332000001,CO2
1997,4E11,0.0,CO2
1997,4E21,8716.393735700001,CO2
1997,4E22,42976.3028642,CO2
1997,4E23,25712.756590800003,CO2
1997,4E24,0.0,CO2
1997,4E25,0.0,CO2
1997,4F11,0.0,CO2
1997,4F21,91.2751025,CO2
1997,4F22,366.6588148,CO2
1997,4F23,3.0330734,CO2
1997,4F24,0.0,CO2
1997,4F25,0.0,CO2
1997,4G11,-274840.46053319995,CO2
1997,5A1a,1554985.889688,CH4
1997,5A2,61174.18803999999,CH4
1997,5B1a,33852.276416,CH4
1997,5B1a,19223.25688,N2O
1997,5C21,408.440452,CH4
1997,5C21,601.361585,N2O
1997,5C22,10.999576000000001,CH4
1997,5C22,13.225000000000001,CO2
1997,5C22,1.5356750000000001,N2O
1997,5D1,100637.12875,N2O
1997,5D1,368457.99256,CH4
1997,5D2,146006.05664400003,CH4
1997,5E1,411.814004,CH4
1998,1A1a,17.550176,CH4
1998,1A1a,94833.9,CO2
1998,1A1a,3581.2200700000003,N2O
1998,1A1c,0.811496,CH4
1998,1A1c,1636.782,CO2
1998,1A1c,7.68023,N2O
1998,1A2a,81.132884,CH4
1998,1A2a,113149.851,CO2
1998,1A2a,97.21631000000001,N2O
1998,1A2b,432.46544570000003,CH4
1998,1A2b,162.5388302,N2O
1998,1A2b,81214.60217109999,CO2
1998,1A2c,12923.711192,CH4
1998,1A2c,768503.525,CO2
1998,1A2c,1849.26646,N2O
1998,1A2d,8689.108903999999,CH4
1998,1A2d,303823.11299999995,CO2
1998,1A2d,923.417145,N2O
1998,1A2e,4914.0387519999995,CH4
1998,1A2e,295798.30299999996,CO2
1998,1A2e,711.8292200000001,N2O
1998,1A2f,2880.8176984,CH4
1998,1A2f,791718.5979153999,CO2
1998,1A2f,1613.010984,N2O
1998,1A2g,14970.6404546,CH4
1998,1A2g,760234.7547518,CO2
1998,1A2g,6246.429955,N2O
1998,1A3a,362.1095535,CH4
1998,1A3a,795128.4537357,CO2
1998,1A3a,5726.6078563,N2O
1998,1A3b,214724.536285,N2O
1998,1A3b,47430.256944,CH4
1998,1A3b,8917315.762,CO2
1998,1A3c,38.407775,N2O
1998,1A3c,19286.605000000003,CO2
1998,1A3c,30.243472,CH4
1998,1A3e,11.48798,CH4
1998,1A3e,18799.935999999998,CO2
1998,1A3e,14.51829,N2O
1998,1A4a,5930.654324,CH4
1998,1A4a,1324813.9510000001,CO2
1998,1A4a,2258.85576,N2O
1998,1A4b,6430.20115,N2O
1998,1A4b,67739.13356,CH4
1998,1A4b,3558315.2939999998,CO2
1998,1A4c,749.217805,N2O
1998,1A4c,114.12609599999999,CH4
1998,1A4c,75428.38100000001,CO2
1998,1A5b,20.437787999999998,CH4
1998,1A5b,54485.947,CO2
1998,1A5b,410.33713,N2O
1998,1B2b,18172.615646899998,CH4
1998,1B2b,2.2077391,CO2
1998,2A1,628873.0839999999,CO2
1998,2A2,73856.24760579999,CO2
1998,2A3,7786.4800000000005,CO2
1998,2A4a,12064.943,CO2
1998,2A4b,15916.115,CO2
1998,2C1a,34367.634000000005,CO2
1998,2C5,3421.2,CO2
1998,2D1,25506.516,CO2
1998,2D2,14796.613000000001,CO2
1998,2F1a,22464.7190757,HFC
1998,2F1a,13206.0466174,HFC
1998,2F1a,30826.6140384,HFC
1998,2F1a,839.7277597,HFC
1998,2F1b,1209.9884173,HFC
1998,2F1c,12083.0235643,HFC
1998,2F1c,2.6152205,PFC
1998,2F1c,0.4327335,PFC
1998,2F1c,57190.096699199996,HFC
1998,2F1c,39436.0749708,HFC
1998,2F1c,910.1535194,HFC
1998,2F1d,801.2248701999999,HFC
1998,2F1d,2449.306912,HFC
1998,2F1d,1433.7955728,HFC
1998,2F1e,22027.0124542,HFC
1998,2F1f,5057.8921654000005,HFC
1998,2F1f,2074.7765688,HFC
1998,2F1f,1038.6292792,HFC
1998,2F3a,17.133374,HFC
1998,2F3a,115.6990804,HFC
1998,2F3b,374.9725484,HFC
1998,2F3b,1950.1120028,HFC
1998,2F3b,29.1978652,PFC
1998,2F4a,25535.1633303,HFC
1998,2F4b,24666.659231499998,HFC
1998,2G1a,7948.8368125,SF6
1998,2G1b,9572.681572000001,SF6
1998,2G1c,0.817941,SF6
1998,2G2b,74.9807215,SF6
1998,2G3a,82456.5467,N2O
1998,2G3b,130.058025,N2O
1998,3A11,42875.85708,CH4
1998,3A12,124228.81088799999,CH4
1998,3A2,31596.90772,CH4
1998,3A31,1924.0049640000002,CH4
1998,3A42,8788.908604,CH4
1998,3A43,1745.888368,CH4
1998,3A44,191.662548,CH4
1998,3A46,361.1776,CH4
1998,3B11,21809.924388,CH4
1998,3B12,6408.060848,CH4
1998,3B13,17162.750612,CH4
1998,3B14,1827.6490119999999,CH4
1998,3B21,3844.8585,N2O
1998,3B22,3398.898745,N2O
1998,3B23,649.5733,N2O
1998,3B24,2382.4011450000003,N2O
1998,3B25,6057.76485,N2O
1998,3D11,22328.20941,N2O
1998,3D12,17811.297925000003,N2O
1998,3D13,3112.922935,N2O
1998,3D14,1676.9883699999998,N2O
1998,3D21,6233.75718,N2O
1998,3D22,3272.2104600000002,N2O
1998,3F11,1802.9368279999999,CH4
1998,3F11,442.38729,N2O
1998,3F12,2360.610252,CH4
1998,3F12,579.22375,N2O
1998,3F13,2561.769392,CH4
1998,3F13,628.5823849999999,N2O
1998,3F14,114.49575200000001,CH4
1998,3F14,28.093975,N2O
1998,3F31,697.169872,CH4
1998,3F31,171.06492,N2O
1998,3F5,73.03294000000001,N2O
1998,3F5,297.644116,CH4
1998,3H,3873.867,CO2
1998,3I,784.251,CO2
1998,3.D.2,106.9452023,N2O
1998,4A11,61.223096999999996,CH4
1998,4A11,-144919.0386038,CO2
1998,4A11,32.0537339,N2O
1998,4A21,-45028.3505014,CO2
1998,4A22,-175477.07524980002,CO2
1998,4A23,0.0,CO2
1998,4A24,-137.16997550000002,CO2
1998,4A25,0.0,CO2
1998,4B11,38.5033764,N2O
1998,4B11,44.5573664,CH4
1998,4B11,690.3198394,CO2
1998,4B21,8575.2975378,CO2
1998,4B22,15579.2125688,CO2
1998,4B23,0.0,CO2
1998,4B24,-17.366772400000002,CO2
1998,4B25,0.0,CO2
1998,4C11,211.1280782,CH4
1998,4C11,109.6951945,CO2
1998,4C11,194.90043790000001,N2O
1998,4C21,1024.8798530000001,CO2
1998,4C22,-35156.6362572,CO2
1998,4C23,11.2940231,CO2
1998,4C24,-218.7906843,CO2
1998,4C25,0.0,CO2
1998,4D12,0.0,CO2
1998,4D22,-995.3521394,CO2
1998,4E11,0.0,CO2
1998,4E21,8732.7353697,CO2
1998,4E22,44023.346775599995,CO2
1998,4E23,25807.1369054,CO2
1998,4E24,0.0,CO2
1998,4E25,0.0,CO2
1998,4F11,0.0,CO2
1998,4F21,96.76773010000001,CO2
1998,4F22,398.4987406,CO2
1998,4F23,3.2919002,CO2
1998,4F24,0.0,CO2
1998,4F25,0.0,CO2
1998,4G11,-212485.41061860003,CO2
1998,5A1a,1574150.4415,CH4
1998,5A2,58505.289332,CH4
1998,5B1a,33831.973952,CH4
1998,5B1a,19211.728055,N2O
1998,5C21,779.639532,CH4
1998,5C21,847.13292,N2O
1998,5C22,21.756,CO2
1998,5C22,2.472185,N2O
1998,5C22,17.720219999999998,CH4
1998,5D1,308386.483748,CH4
1998,5D1,89514.25195,N2O
1998,5D2,147373.478252,CH4
1998,5E1,4055.842112,CH4
1999,1A1a,17.364755499999998,CH4
1999,1A1a,103211.17615999999,CO2
1999,1A1a,3924.4014406,N2O
1999,1A1c,0.8505,CH4
1999,1A1c,1715.293,CO2
1999,1A1c,8.049375,N2O
1999,1A2a,58.918972,CH4
1999,1A2a,106400.299,CO2
1999,1A2a,82.67947000000001,N2O
1999,1A2b,480.4489964,CH4
1999,1A2b,95275.19422029999,CO2
1999,1A2b,177.452821,N2O
1999,1A2c,2047.94067,N2O
1999,1A2c,17300.003644,CH4
1999,1A2c,758239.0040000001,CO2
1999,1A2d,988.8051,N2O
1999,1A2d,10509.641828,CH4
1999,1A2d,337606.432,CO2
1999,1A2e,7642.806668,CH4
1999,1A2e,378056.387,CO2
1999,1A2e,1763.871535,N2O
1999,1A2f,3795.5462071,CH4
1999,1A2f,982636.3628059999,CO2
1999,1A2f,2020.2720457,N2O
1999,1A2g,4099.2146158000005,N2O
1999,1A2g,14674.6247144,CH4
1999,1A2g,710955.434519,CO2
1999,1A3a,6254.7567342,N2O
1999,1A3a,395.711947,CH4
1999,1A3a,868485.2549930001,CO2
1999,1A3b,44813.153812000004,CH4
1999,1A3b,8945266.007,CO2
1999,1A3b,204909.60912,N2O
1999,1A3c,29.854412,CH4
1999,1A3c,19038.51,CO2
1999,1A3c,37.913284999999995,N2O
1999,1A3e,11813.177,CO2
1999,1A3e,6.950608,CH4
1999,1A3e,8.417195000000001,N2O
1999,1A4a,1454599.714,CO2
1999,1A4a,2485.64276,N2O
1999,1A4a,7262.753848,CH4
1999,1A4b,46706.310336,CH4
1999,1A4b,3667384.929,CO2
1999,1A4b,5644.1425150000005,N2O
1999,1A4c,123.140584,CH4
1999,1A4c,78781.83799999999,CO2
1999,1A4c,765.8076,N2O
1999,1A5b,57387.609,CO2
1999,1A5b,430.51847,N2O
1999,1A5b,20.37644,CH4
1999,1B2b,3.9511739000000006,CO2
1999,1B2b,26551.4520624,CH4
1999,1B2c,890.801464,CH4
1999,1B2c,0.133,CO2
1999,2A1,940401.1839999999,CO2
1999,2A2,93923.7898556,CO2
1999,2A3,8464.957999999999,CO2
1999,2A4a,13035.852,CO2
1999,2A4b,16735.063000000002,CO2
1999,2C1a,35753.281,CO2
1999,2C5,4102.8,CO2
1999,2D1,28263.652000000002,CO2
1999,2D2,26654.697,CO2
1999,2F1a,35789.7289771,HFC
1999,2F1a,20027.9396824,HFC
1999,2F1a,44095.7909472,HFC
1999,2F1a,1787.5567989,HFC
1999,2F1b,1772.1141476999999,HFC
1999,2F1c,81807.3130464,HFC
1999,2F1c,3.7460812000000003,PFC
1999,2F1c,1936.7443954,HFC
1999,2F1c,19116.9066153,HFC
1999,2F1c,60366.126596500006,HFC
1999,2F1c,0.9185582999999999,PFC
1999,2F1d,1146.1058159,HFC
1999,2F1d,3586.004864,HFC
1999,2F1d,2050.9658688,HFC
1999,2F1e,30989.3922091,HFC
1999,2F1f,10764.5545021,HFC
1999,2F1f,4412.3310036,HFC
1999,2F1f,2210.5515231,HFC
1999,2F3a,0.4159136,PFC
1999,2F3a,1.0931375,HFC
1999,2F3a,12.9552205,HFC
1999,2F3a,0.2047281,HFC
1999,2F3a,220.2280424,HFC
1999,2F3b,2.7310722999999997,HFC
1999,2F3b,545.0063343,HFC
1999,2F3b,4761.9388051999995,HFC
1999,2F3b,14.5750914,HFC
1999,2F3b,31.9184708,PFC
1999,2F4a,25717.294174,HFC
1999,2F4b,30418.8281384,HFC
1999,2G1a,8762.9148355,SF6
1999,2G1b,9914.375285,SF6
1999,2G1c,22.2833815,SF6
1999,2G2b,80.11030149999999,SF6
1999,2G3a,78343.00682,N2O
1999,2G3b,129.8606,N2O
