Año;Tipo territorio;Código territorio;Territorio;Tipo;Valor;Estado dato
2001;Zonas Estadísticas;11;Sierra Central;Total;42295;
2001;Zonas Estadísticas;06;Sierra Norte;Total;24052;
2001;Zonas Estadísticas;10;Sierra Sur;Total;20612;
2001;Zonas Estadísticas;08;Sudeste Comunidad;Total;37408;
2001;Zonas Estadísticas;09;Sudoeste Comunidad;Total;23836;
2001;Zonas Estadísticas;04;Sur Metropolitano;Total;55265;
2002;Comunidad de Madrid;;Comunidad de Madrid;Total;461217;
2002;Municipios;0014;Acebeda (La);Total;220;
2002;Municipios;0029;Ajalvir;Total;1112;
2002;Municipios;0035;Alameda del Valle;Total;343;
2002;Municipios;0040;Álamo (El);Total;2675;
2002;Municipios;0053;Alcalá de Henares;Total;9653;
2002;Municipios;0066;Alcobendas;Total;4483;
2002;Municipios;0072;Alcorcón;Total;4042;
2002;Municipios;0088;Aldea del Fresno;Total;1317;
2002;Municipios;0091;Algete;Total;2920;
2002;Municipios;0105;Alpedrete;Total;2932;
2002;Municipios;0112;Ambite;Total;690;
2002;Municipios;0127;Anchuelo;Total;366;
2002;Municipios;0133;Aranjuez;Total;3797;
2002;Municipios;0148;Arganda del Rey;Total;6816;
2002;Municipios;0151;Arroyomolinos;Total;1447;
2002;Municipios;0164;Atazar (El);Total;145;
2002;Municipios;0170;Batres;Total;719;
2002;Municipios;0186;Becerril de la Sierra;Total;2645;
2002;Municipios;0199;Belmonte de Tajo;Total;735;
2002;Municipios;0210;Berrueco (El);Total;585;
2002;Municipios;0203;Berzosa del Lozoya;Total;166;
2002;Municipios;0225;Boadilla del Monte;Total;5512;
2002;Municipios;0231;Boalo (El);Total;2385;
2002;Municipios;0246;Braojos;Total;287;
2002;Municipios;0259;Brea de Tajo;Total;602;
2002;Municipios;0262;Brunete;Total;1686;
2002;Municipios;0278;Buitrago del Lozoya;Total;621;
2002;Municipios;0284;Bustarviejo;Total;1379;
2002;Municipios;0297;Cabanillas de la Sierra;Total;581;
2002;Municipios;0301;Cabrera (La);Total;1121;
2002;Municipios;0318;Cadalso de los Vidrios;Total;2270;
2002;Municipios;0323;Camarma de Esteruelas;Total;1400;
2002;Municipios;0339;Campo Real;Total;1226;
2002;Municipios;0344;Canencia;Total;670;
2002;Municipios;0357;Carabaña;Total;1353;
2002;Municipios;0360;Casarrubuelos;Total;422;
2002;Municipios;0376;Cenicientos;Total;1890;
2002;Municipios;0382;Cercedilla;Total;2941;
2002;Municipios;0395;Cervera de Buitrago;Total;237;
2002;Municipios;0513;Chapinería;Total;924;
2002;Municipios;0528;Chinchón;Total;2538;
2002;Municipios;0409;Ciempozuelos;Total;2678;
2002;Municipios;0416;Cobeña;Total;1087;
2002;Municipios;0468;Collado Mediano;Total;2319;
2002;Municipios;0474;Collado Villalba;Total;5374;
2002;Municipios;0437;Colmenar de Oreja;Total;3765;
2002;Municipios;0421;Colmenar del Arroyo;Total;824;
2002;Municipios;0455;Colmenar Viejo;Total;7073;
2002;Municipios;0442;Colmenarejo;Total;1626;
2002;Municipios;0480;Corpa;Total;304;
2002;Municipios;0493;Coslada;Total;3530;
2002;Municipios;0506;Cubas de la Sagra;Total;793;
2002;Municipios;0534;Daganzo de Arriba;Total;1179;
2002;Municipios;0549;Escorial (El);Total;3340;
2002;Municipios;0552;Estremera;Total;1129;
2002;Municipios;0565;Fresnedillas de la Oliva;Total;635;
2002;Municipios;0571;Fresno de Torote;Total;749;
2002;Municipios;0587;Fuenlabrada;Total;7146;
2002;Municipios;0590;Fuente el Saz de Jarama;Total;1604;
2002;Municipios;0604;Fuentidueña de Tajo;Total;1151;
2002;Municipios;0611;Galapagar;Total;6883;
2002;Municipios;0626;Garganta de los Montes;Total;623;
2002;Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;Total;842;
2002;Municipios;0647;Gascones;Total;171;
2002;Municipios;0650;Getafe;Total;12981;
2002;Municipios;0663;Griñón;Total;2247;
2002;Municipios;0679;Guadalix de la Sierra;Total;1744;
2002;Municipios;0685;Guadarrama;Total;3313;
2002;Municipios;0698;Hiruela (La);Total;138;
2002;Municipios;0702;Horcajo de la Sierra-Aoslos;Total;461;
2002;Municipios;0719;Horcajuelo de la Sierra;Total;228;
2002;Municipios;0724;Hoyo de Manzanares;Total;2285;
2002;Municipios;0730;Humanes de Madrid;Total;2708;
2002;Municipios;0745;Leganés;Total;5881;
2002;Municipios;0758;Loeches;Total;980;
2002;Municipios;0761;Lozoya;Total;591;
2002;Municipios;9015;Lozoyuela-Navas-Sieteiglesias;Total;1138;
2002;Municipios;0783;Madarcos;Total;129;
2002;Municipios;0796;Madrid;Total;121241;
2002;Municipios;0800;Majadahonda;Total;3897;
2002;Municipios;0822;Manzanares el Real;Total;2542;
2002;Municipios;0838;Meco;Total;2189;
2002;Municipios;0843;Mejorada del Campo;Total;2649;
2002;Municipios;0856;Miraflores de la Sierra;Total;2565;
2002;Municipios;0869;Molar (El);Total;1952;
2002;Municipios;0875;Molinos (Los);Total;1867;
2002;Municipios;0881;Montejo de la Sierra;Total;381;
2002;Municipios;0894;Moraleja de Enmedio;Total;1348;
2002;Municipios;0908;Moralzarzal;Total;3089;
2002;Municipios;0915;Morata de Tajuña;Total;2333;
2002;Municipios;0920;Móstoles;Total;5514;
2002;Municipios;0936;Navacerrada;Total;1145;
2002;Municipios;0941;Navalafuente;Total;648;
2002;Municipios;0954;Navalagamella;Total;1076;
2002;Municipios;0967;Navalcarnero;Total;3709;
2002;Municipios;0973;Navarredonda y San Mamés;Total;379;
2002;Municipios;0992;Navas del Rey;Total;1383;
2002;Municipios;1006;Nuevo Baztán;Total;2555;
2002;Municipios;1013;Olmeda de las Fuentes;Total;212;
2002;Municipios;1028;Orusco de Tajuña;Total;893;
2002;Municipios;1049;Paracuellos de Jarama;Total;2286;
2002;Municipios;1065;Parla;Total;4279;
2002;Municipios;1071;Patones;Total;427;
2002;Municipios;1087;Pedrezuela;Total;1327;
2002;Municipios;1090;Pelayos de la Presa;Total;1705;
2002;Municipios;1104;Perales de Tajuña;Total;1298;
2002;Municipios;1111;Pezuela de las Torres;Total;658;
2002;Municipios;1126;Pinilla del Valle;Total;296;
2002;Municipios;1132;Pinto;Total;2544;
2002;Municipios;1147;Piñuécar-Gandullas;Total;375;
2002;Municipios;1150;Pozuelo de Alarcón;Total;8966;
2002;Municipios;1163;Pozuelo del Rey;Total;262;
2002;Municipios;1179;Prádena del Rincón;Total;242;
2002;Municipios;1185;Puebla de la Sierra;Total;201;
2002;Municipios;9020;Puentes Viejas;Total;759;
2002;Municipios;1198;Quijorna;Total;735;
2002;Municipios;1202;Rascafría;Total;1412;
2002;Municipios;1219;Redueña;Total;206;
2002;Municipios;1224;Ribatejada;Total;557;
2002;Municipios;1230;Rivas-Vaciamadrid;Total;5853;
2002;Municipios;1245;Robledillo de la Jara;Total;198;
2002;Municipios;1258;Robledo de Chavela;Total;2367;
2002;Municipios;1261;Robregordo;Total;206;
2002;Municipios;1277;Rozas de Madrid (Las);Total;5824;
2002;Municipios;1283;Rozas de Puerto Real;Total;706;
2002;Municipios;1296;San Agustín del Guadalix;Total;1131;
2002;Municipios;1300;San Fernando de Henares;Total;2843;
2002;Municipios;1317;San Lorenzo de El Escorial;Total;2457;
2002;Municipios;1322;San Martín de la Vega;Total;3068;
2002;Municipios;1338;San Martín de Valdeiglesias;Total;3219;
2002;Municipios;1343;San Sebastián de los Reyes;Total;4590;
2002;Municipios;1356;Santa María de la Alameda;Total;2014;
2002;Municipios;1369;Santorcaz;Total;550;
2002;Municipios;1375;Santos de la Humosa (Los);Total;658;
2002;Municipios;1381;Serna del Monte (La);Total;173;
2002;Municipios;1408;Serranillos del Valle;Total;894;
2002;Municipios;1415;Sevilla la Nueva;Total;1281;
2002;Municipios;1436;Somosierra;Total;126;
2002;Municipios;1441;Soto del Real;Total;3403;
2002;Municipios;1454;Talamanca de Jarama;Total;752;
2002;Municipios;1467;Tielmes;Total;901;
2002;Municipios;1473;Titulcia;Total;519;
2002;Municipios;1489;Torrejón de Ardoz;Total;4745;
2002;Municipios;1492;Torrejón de la Calzada;Total;1336;
2002;Municipios;1505;Torrejón de Velasco;Total;855;
2002;Municipios;1512;Torrelaguna;Total;1364;
2002;Municipios;1527;Torrelodones;Total;3172;
2002;Municipios;1533;Torremocha de Jarama;Total;445;
2002;Municipios;1548;Torres de la Alameda;Total;1652;
2002;Municipios;9036;Tres Cantos;Total;2211;
2002;Municipios;1551;Valdaracete;Total;531;
2002;Municipios;1564;Valdeavero;Total;671;
2002;Municipios;1570;Valdelaguna;Total;631;
2002;Municipios;1586;Valdemanco;Total;722;
2002;Municipios;1599;Valdemaqueda;Total;758;
2002;Municipios;1603;Valdemorillo;Total;4592;
2002;Municipios;1610;Valdemoro;Total;2382;
2002;Municipios;1625;Valdeolmos-Alalpardo;Total;804;
2002;Municipios;1631;Valdepiélagos;Total;271;
2002;Municipios;1646;Valdetorres de Jarama;Total;1322;
2002;Municipios;1659;Valdilecha;Total;1083;
2002;Municipios;1662;Valverde de Alcalá;Total;210;
2002;Municipios;1678;Velilla de San Antonio;Total;1386;
2002;Municipios;1684;Vellón (El);Total;994;
2002;Municipios;1697;Venturada;Total;943;
2002;Municipios;1718;Villa del Prado;Total;3370;
2002;Municipios;1701;Villaconejos;Total;1528;
2002;Municipios;1723;Villalbilla;Total;2678;
2002;Municipios;1739;Villamanrique de Tajo;Total;576;
2002;Municipios;1744;Villamanta;Total;971;
2002;Municipios;1757;Villamantilla;Total;302;
2002;Municipios;1760;Villanueva de la Cañada;Total;3679;
2002;Municipios;1782;Villanueva de Perales;Total;530;
2002;Municipios;1776;Villanueva del Pardillo;Total;1163;
2002;Municipios;1795;Villar del Olmo;Total;1120;
2002;Municipios;1809;Villarejo de Salvanés;Total;2345;
2002;Municipios;1816;Villaviciosa de Odón;Total;5005;
2002;Municipios;1821;Villavieja del Lozoya;Total;579;
2002;Municipios;1837;Zarzalejo;Total;954;
2002;Zonas Estadísticas;03;Este Metropolitano;Total;40873;
2002;Zonas Estadísticas;01;Municipio de Madrid;Total;121241;
2002;Zonas Estadísticas;07;Nordeste Comunidad;Total;13450;
2002;Zonas Estadísticas;02;Norte Metropolitano;Total;23495;
2002;Zonas Estadísticas;05;Oeste Metropolitano;Total;52283;
2002;Zonas Estadísticas;11;Sierra Central;Total;44324;
2002;Zonas Estadísticas;06;Sierra Norte;Total;24823;
2002;Zonas Estadísticas;10;Sierra Sur;Total;20725;
2002;Zonas Estadísticas;08;Sudeste Comunidad;Total;38032;
2002;Zonas Estadísticas;09;Sudoeste Comunidad;Total;24951;
2002;Zonas Estadísticas;04;Sur Metropolitano;Total;57020;
2003;Comunidad de Madrid;;Comunidad de Madrid;Total;470894;
2003;Municipios;0014;Acebeda (La);Total;218;
2003;Municipios;0029;Ajalvir;Total;1124;
2003;Municipios;0035;Alameda del Valle;Total;342;
2003;Municipios;0040;Álamo (El);Total;2764;
2003;Municipios;0053;Alcalá de Henares;Total;10530;
2003;Municipios;0066;Alcobendas;Total;4551;
2003;Municipios;0072;Alcorcón;Total;4171;
2003;Municipios;0088;Aldea del Fresno;Total;1325;
2003;Municipios;0091;Algete;Total;2948;
2003;Municipios;0105;Alpedrete;Total;3103;
2003;Municipios;0112;Ambite;Total;690;
2003;Municipios;0127;Anchuelo;Total;369;
2003;Municipios;0133;Aranjuez;Total;3846;
2003;Municipios;0148;Arganda del Rey;Total;7126;
2003;Municipios;0151;Arroyomolinos;Total;1525;
2003;Municipios;0164;Atazar (El);Total;146;
2003;Municipios;0170;Batres;Total;743;
2003;Municipios;0186;Becerril de la Sierra;Total;2699;
2003;Municipios;0199;Belmonte de Tajo;Total;735;
2003;Municipios;0210;Berrueco (El);Total;588;
2003;Municipios;0203;Berzosa del Lozoya;Total;165;
2003;Municipios;0225;Boadilla del Monte;Total;5793;
2003;Municipios;0231;Boalo (El);Total;2555;
2003;Municipios;0246;Braojos;Total;290;
2003;Municipios;0259;Brea de Tajo;Total;602;
2003;Municipios;0262;Brunete;Total;1701;
2003;Municipios;0278;Buitrago del Lozoya;Total;626;
2003;Municipios;0284;Bustarviejo;Total;1396;
2003;Municipios;0297;Cabanillas de la Sierra;Total;584;
2003;Municipios;0301;Cabrera (La);Total;1125;
2003;Municipios;0318;Cadalso de los Vidrios;Total;2290;
2003;Municipios;0323;Camarma de Esteruelas;Total;1638;
2003;Municipios;0339;Campo Real;Total;1340;
2003;Municipios;0344;Canencia;Total;673;
2003;Municipios;0357;Carabaña;Total;1354;
2003;Municipios;0360;Casarrubuelos;Total;560;
2003;Municipios;0376;Cenicientos;Total;1890;
2003;Municipios;0382;Cercedilla;Total;2979;
2003;Municipios;0395;Cervera de Buitrago;Total;238;
2003;Municipios;0513;Chapinería;Total;939;
2003;Municipios;0528;Chinchón;Total;2543;
2003;Municipios;0409;Ciempozuelos;Total;2742;
2003;Municipios;0416;Cobeña;Total;1108;
2003;Municipios;0468;Collado Mediano;Total;2333;
2003;Municipios;0474;Collado Villalba;Total;5513;
2003;Municipios;0437;Colmenar de Oreja;Total;3780;
2003;Municipios;0421;Colmenar del Arroyo;Total;837;
2003;Municipios;0455;Colmenar Viejo;Total;7197;
2003;Municipios;0442;Colmenarejo;Total;1728;
2003;Municipios;0480;Corpa;Total;315;
2003;Municipios;0493;Coslada;Total;3530;
2003;Municipios;0506;Cubas de la Sagra;Total;911;
2003;Municipios;0534;Daganzo de Arriba;Total;1379;
2003;Municipios;0549;Escorial (El);Total;3288;
2003;Municipios;0552;Estremera;Total;1133;
2003;Municipios;0565;Fresnedillas de la Oliva;Total;647;
2003;Municipios;0571;Fresno de Torote;Total;749;
2003;Municipios;0587;Fuenlabrada;Total;7176;
2003;Municipios;0590;Fuente el Saz de Jarama;Total;1649;
2003;Municipios;0604;Fuentidueña de Tajo;Total;1151;
2003;Municipios;0611;Galapagar;Total;6950;
2003;Municipios;0626;Garganta de los Montes;Total;636;
2003;Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;Total;858;
2003;Municipios;0647;Gascones;Total;171;
2003;Municipios;0650;Getafe;Total;13354;
2003;Municipios;0663;Griñón;Total;2489;
2003;Municipios;0679;Guadalix de la Sierra;Total;1866;
2003;Municipios;0685;Guadarrama;Total;3502;
2003;Municipios;0698;Hiruela (La);Total;138;
2003;Municipios;0702;Horcajo de la Sierra-Aoslos;Total;465;
2003;Municipios;0719;Horcajuelo de la Sierra;Total;227;
2003;Municipios;0724;Hoyo de Manzanares;Total;2284;
2003;Municipios;0730;Humanes de Madrid;Total;2941;
2003;Municipios;0745;Leganés;Total;6098;
2003;Municipios;0758;Loeches;Total;1170;
2003;Municipios;0761;Lozoya;Total;609;
2003;Municipios;9015;Lozoyuela-Navas-Sieteiglesias;Total;1140;
2003;Municipios;0783;Madarcos;Total;130;
2003;Municipios;0796;Madrid;Total;121062;
2003;Municipios;0800;Majadahonda;Total;3935;
2003;Municipios;0822;Manzanares el Real;Total;2595;
2003;Municipios;0838;Meco;Total;2580;
2003;Municipios;0843;Mejorada del Campo;Total;2760;
2003;Municipios;0856;Miraflores de la Sierra;Total;2566;
2003;Municipios;0869;Molar (El);Total;2003;
2003;Municipios;0875;Molinos (Los);Total;1889;
2003;Municipios;0881;Montejo de la Sierra;Total;381;
2003;Municipios;0894;Moraleja de Enmedio;Total;1360;
2003;Municipios;0908;Moralzarzal;Total;3326;
2003;Municipios;0915;Morata de Tajuña;Total;2351;
2003;Municipios;0920;Móstoles;Total;5612;
2003;Municipios;0936;Navacerrada;Total;1169;
2003;Municipios;0941;Navalafuente;Total;648;
2003;Municipios;0954;Navalagamella;Total;1105;
2003;Municipios;0967;Navalcarnero;Total;3916;
2003;Municipios;0973;Navarredonda y San Mamés;Total;377;
2003;Municipios;0992;Navas del Rey;Total;1393;
2003;Municipios;1006;Nuevo Baztán;Total;2586;
2003;Municipios;1013;Olmeda de las Fuentes;Total;217;
2003;Municipios;1028;Orusco de Tajuña;Total;893;
2003;Municipios;1049;Paracuellos de Jarama;Total;2372;
2003;Municipios;1065;Parla;Total;4569;
2003;Municipios;1071;Patones;Total;434;
2003;Municipios;1087;Pedrezuela;Total;1398;
2003;Municipios;1090;Pelayos de la Presa;Total;1716;
2003;Municipios;1104;Perales de Tajuña;Total;1304;
2003;Municipios;1111;Pezuela de las Torres;Total;657;
2003;Municipios;1126;Pinilla del Valle;Total;303;
2003;Municipios;1132;Pinto;Total;2562;
2003;Municipios;1147;Piñuécar-Gandullas;Total;376;
2003;Municipios;1150;Pozuelo de Alarcón;Total;9002;
2003;Municipios;1163;Pozuelo del Rey;Total;263;
2003;Municipios;1179;Prádena del Rincón;Total;243;
2003;Municipios;1185;Puebla de la Sierra;Total;203;
2003;Municipios;9020;Puentes Viejas;Total;778;
2003;Municipios;1198;Quijorna;Total;807;
2003;Municipios;1202;Rascafría;Total;1419;
2003;Municipios;1219;Redueña;Total;206;
2003;Municipios;1224;Ribatejada;Total;558;
2003;Municipios;1230;Rivas-Vaciamadrid;Total;5892;
2003;Municipios;1245;Robledillo de la Jara;Total;193;
2003;Municipios;1258;Robledo de Chavela;Total;2367;
2003;Municipios;1261;Robregordo;Total;210;
2003;Municipios;1277;Rozas de Madrid (Las);Total;5897;
2003;Municipios;1283;Rozas de Puerto Real;Total;707;
2003;Municipios;1296;San Agustín del Guadalix;Total;1130;
2003;Municipios;1300;San Fernando de Henares;Total;2939;
2003;Municipios;1317;San Lorenzo de El Escorial;Total;2477;
2003;Municipios;1322;San Martín de la Vega;Total;3240;
2003;Municipios;1338;San Martín de Valdeiglesias;Total;3263;
2003;Municipios;1343;San Sebastián de los Reyes;Total;4591;
2003;Municipios;1356;Santa María de la Alameda;Total;2013;
2003;Municipios;1369;Santorcaz;Total;541;
2003;Municipios;1375;Santos de la Humosa (Los);Total;659;
2003;Municipios;1381;Serna del Monte (La);Total;160;
2003;Municipios;1408;Serranillos del Valle;Total;965;
2003;Municipios;1415;Sevilla la Nueva;Total;1417;
2003;Municipios;1436;Somosierra;Total;126;
2003;Municipios;1441;Soto del Real;Total;3460;
2003;Municipios;1454;Talamanca de Jarama;Total;764;
2003;Municipios;1467;Tielmes;Total;901;
2003;Municipios;1473;Titulcia;Total;519;
2003;Municipios;1489;Torrejón de Ardoz;Total;4835;
2003;Municipios;1492;Torrejón de la Calzada;Total;1342;
2003;Municipios;1505;Torrejón de Velasco;Total;855;
2003;Municipios;1512;Torrelaguna;Total;1378;
2003;Municipios;1527;Torrelodones;Total;3227;
2003;Municipios;1533;Torremocha de Jarama;Total;447;
2003;Municipios;1548;Torres de la Alameda;Total;1656;
2003;Municipios;9036;Tres Cantos;Total;2225;
2003;Municipios;1551;Valdaracete;Total;531;
2003;Municipios;1564;Valdeavero;Total;697;
2003;Municipios;1570;Valdelaguna;Total;633;
2003;Municipios;1586;Valdemanco;Total;716;
2003;Municipios;1599;Valdemaqueda;Total;766;
2003;Municipios;1603;Valdemorillo;Total;4689;
2003;Municipios;1610;Valdemoro;Total;2541;
2003;Municipios;1625;Valdeolmos-Alalpardo;Total;809;
2003;Municipios;1631;Valdepiélagos;Total;273;
2003;Municipios;1646;Valdetorres de Jarama;Total;1347;
2003;Municipios;1659;Valdilecha;Total;1086;
2003;Municipios;1662;Valverde de Alcalá;Total;210;
2003;Municipios;1678;Velilla de San Antonio;Total;1556;
2003;Municipios;1684;Vellón (El);Total;991;
2003;Municipios;1697;Venturada;Total;1072;
2003;Municipios;1718;Villa del Prado;Total;3423;
2003;Municipios;1701;Villaconejos;Total;1528;
2003;Municipios;1723;Villalbilla;Total;2817;
2003;Municipios;1739;Villamanrique de Tajo;Total;578;
2003;Municipios;1744;Villamanta;Total;978;
2003;Municipios;1757;Villamantilla;Total;315;
2003;Municipios;1760;Villanueva de la Cañada;Total;3887;
2003;Municipios;1782;Villanueva de Perales;Total;560;
2003;Municipios;1776;Villanueva del Pardillo;Total;1414;
2003;Municipios;1795;Villar del Olmo;Total;1119;
2003;Municipios;1809;Villarejo de Salvanés;Total;2364;
2003;Municipios;1816;Villaviciosa de Odón;Total;5133;
2003;Municipios;1821;Villavieja del Lozoya;Total;569;
2003;Municipios;1837;Zarzalejo;Total;984;
2003;Zonas Estadísticas;03;Este Metropolitano;Total;42664;
2003;Zonas Estadísticas;01;Municipio de Madrid;Total;121062;
2003;Zonas Estadísticas;07;Nordeste Comunidad;Total;14446;
2003;Zonas Estadísticas;02;Norte Metropolitano;Total;23750;
2003;Zonas Estadísticas;05;Oeste Metropolitano;Total;53322;
2003;Zonas Estadísticas;11;Sierra Central;Total;45772;
2003;Zonas Estadísticas;06;Sierra Norte;Total;25259;
2003;Zonas Estadísticas;10;Sierra Sur;Total;20917;
2003;Zonas Estadísticas;08;Sudeste Comunidad;Total;38595;
2003;Zonas Estadísticas;09;Sudoeste Comunidad;Total;26255;
2003;Zonas Estadísticas;04;Sur Metropolitano;Total;58852;
2004;Comunidad de Madrid;;Comunidad de Madrid;Total;484833;
2004;Municipios;0014;Acebeda (La);Total;219;
2004;Municipios;0029;Ajalvir;Total;1124;
2004;Municipios;0035;Alameda del Valle;Total;361;
2004;Municipios;0040;Álamo (El);Total;2874;
2004;Municipios;0053;Alcalá de Henares;Total;10806;
2004;Municipios;0066;Alcobendas;Total;4590;
2004;Municipios;0072;Alcorcón;Total;4373;
2004;Municipios;0088;Aldea del Fresno;Total;1338;
2004;Municipios;0091;Algete;Total;3383;
2004;Municipios;0105;Alpedrete;Total;3219;
2004;Municipios;0112;Ambite;Total;691;
2004;Municipios;0127;Anchuelo;Total;370;
2004;Municipios;0133;Aranjuez;Total;4085;
2004;Municipios;0148;Arganda del Rey;Total;7487;
2004;Municipios;0151;Arroyomolinos;Total;1651;
2004;Municipios;0164;Atazar (El);Total;147;
2004;Municipios;0170;Batres;Total;776;
2004;Municipios;0186;Becerril de la Sierra;Total;2766;
2004;Municipios;0199;Belmonte de Tajo;Total;736;
2004;Municipios;0210;Berrueco (El);Total;588;
2004;Municipios;0203;Berzosa del Lozoya;Total;173;
2004;Municipios;0225;Boadilla del Monte;Total;5574;
2004;Municipios;0231;Boalo (El);Total;2633;
2004;Municipios;0246;Braojos;Total;290;
2004;Municipios;0259;Brea de Tajo;Total;601;
2004;Municipios;0262;Brunete;Total;1720;
2004;Municipios;0278;Buitrago del Lozoya;Total;626;
2004;Municipios;0284;Bustarviejo;Total;1437;
2004;Municipios;0297;Cabanillas de la Sierra;Total;590;
2004;Municipios;0301;Cabrera (La);Total;1147;
2004;Municipios;0318;Cadalso de los Vidrios;Total;2324;
2004;Municipios;0323;Camarma de Esteruelas;Total;1771;
2004;Municipios;0339;Campo Real;Total;1387;
2004;Municipios;0344;Canencia;Total;676;
2004;Municipios;0357;Carabaña;Total;1360;
2004;Municipios;0360;Casarrubuelos;Total;660;
2004;Municipios;0376;Cenicientos;Total;1887;
2004;Municipios;0382;Cercedilla;Total;3052;
2004;Municipios;0395;Cervera de Buitrago;Total;238;
2004;Municipios;0513;Chapinería;Total;984;
2004;Municipios;0528;Chinchón;Total;2555;
2004;Municipios;0409;Ciempozuelos;Total;3032;
2004;Municipios;0416;Cobeña;Total;1150;
2004;Municipios;0468;Collado Mediano;Total;2478;
2004;Municipios;0474;Collado Villalba;Total;5659;
2004;Municipios;0437;Colmenar de Oreja;Total;3794;
2004;Municipios;0421;Colmenar del Arroyo;Total;853;
2004;Municipios;0455;Colmenar Viejo;Total;7631;
2004;Municipios;0442;Colmenarejo;Total;1795;
2004;Municipios;0480;Corpa;Total;328;
2004;Municipios;0493;Coslada;Total;3689;
2004;Municipios;0506;Cubas de la Sagra;Total;919;
2004;Municipios;0534;Daganzo de Arriba;Total;1539;
2004;Municipios;0549;Escorial (El);Total;3265;
2004;Municipios;0552;Estremera;Total;1144;
2004;Municipios;0565;Fresnedillas de la Oliva;Total;663;
2004;Municipios;0571;Fresno de Torote;Total;913;
2004;Municipios;0587;Fuenlabrada;Total;7264;
2004;Municipios;0590;Fuente el Saz de Jarama;Total;1687;
2004;Municipios;0604;Fuentidueña de Tajo;Total;1206;
2004;Municipios;0611;Galapagar;Total;7104;
2004;Municipios;0626;Garganta de los Montes;Total;649;
2004;Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;Total;869;
2004;Municipios;0647;Gascones;Total;170;
2004;Municipios;0650;Getafe;Total;13530;
2004;Municipios;0663;Griñón;Total;2624;
2004;Municipios;0679;Guadalix de la Sierra;Total;2094;
2004;Municipios;0685;Guadarrama;Total;3655;
2004;Municipios;0698;Hiruela (La);Total;138;
2004;Municipios;0702;Horcajo de la Sierra-Aoslos;Total;464;
2004;Municipios;0719;Horcajuelo de la Sierra;Total;214;
2004;Municipios;0724;Hoyo de Manzanares;Total;2300;
2004;Municipios;0730;Humanes de Madrid;Total;3078;
2004;Municipios;0745;Leganés;Total;6109;
2004;Municipios;0758;Loeches;Total;1262;
2004;Municipios;0761;Lozoya;Total;646;
2004;Municipios;9015;Lozoyuela-Navas-Sieteiglesias;Total;1141;
2004;Municipios;0783;Madarcos;Total;130;
2004;Municipios;0796;Madrid;Total;120725;
2004;Municipios;0800;Majadahonda;Total;4219;
2004;Municipios;0822;Manzanares el Real;Total;2698;
2004;Municipios;0838;Meco;Total;2623;
2004;Municipios;0843;Mejorada del Campo;Total;2985;
2004;Municipios;0856;Miraflores de la Sierra;Total;2726;
2004;Municipios;0869;Molar (El);Total;2200;
2004;Municipios;0875;Molinos (Los);Total;1904;
2004;Municipios;0881;Montejo de la Sierra;Total;371;
2004;Municipios;0894;Moraleja de Enmedio;Total;1595;
2004;Municipios;0908;Moralzarzal;Total;3511;
2004;Municipios;0915;Morata de Tajuña;Total;2368;
2004;Municipios;0920;Móstoles;Total;6050;
2004;Municipios;0936;Navacerrada;Total;1194;
2004;Municipios;0941;Navalafuente;Total;710;
2004;Municipios;0954;Navalagamella;Total;1181;
2004;Municipios;0967;Navalcarnero;Total;4084;
2004;Municipios;0973;Navarredonda y San Mamés;Total;372;
2004;Municipios;0992;Navas del Rey;Total;1422;
2004;Municipios;1006;Nuevo Baztán;Total;2637;
2004;Municipios;1013;Olmeda de las Fuentes;Total;216;
2004;Municipios;1028;Orusco de Tajuña;Total;894;
2004;Municipios;1049;Paracuellos de Jarama;Total;2430;
2004;Municipios;1065;Parla;Total;4800;
2004;Municipios;1071;Patones;Total;433;
2004;Municipios;1087;Pedrezuela;Total;1560;
2004;Municipios;1090;Pelayos de la Presa;Total;1719;
2004;Municipios;1104;Perales de Tajuña;Total;1307;
2004;Municipios;1111;Pezuela de las Torres;Total;658;
2004;Municipios;1126;Pinilla del Valle;Total;329;
2004;Municipios;1132;Pinto;Total;2630;
2004;Municipios;1147;Piñuécar-Gandullas;Total;387;
2004;Municipios;1150;Pozuelo de Alarcón;Total;9133;
2004;Municipios;1163;Pozuelo del Rey;Total;263;
2004;Municipios;1179;Prádena del Rincón;Total;244;
2004;Municipios;1185;Puebla de la Sierra;Total;203;
2004;Municipios;9020;Puentes Viejas;Total;778;
2004;Municipios;1198;Quijorna;Total;883;
2004;Municipios;1202;Rascafría;Total;1438;
2004;Municipios;1219;Redueña;Total;205;
2004;Municipios;1224;Ribatejada;Total;596;
2004;Municipios;1230;Rivas-Vaciamadrid;Total;7481;
2004;Municipios;1245;Robledillo de la Jara;Total;193;
2004;Municipios;1258;Robledo de Chavela;Total;2530;
2004;Municipios;1261;Robregordo;Total;210;
2004;Municipios;1277;Rozas de Madrid (Las);Total;6087;
2004;Municipios;1283;Rozas de Puerto Real;Total;706;
2004;Municipios;1296;San Agustín del Guadalix;Total;1240;
2004;Municipios;1300;San Fernando de Henares;Total;3024;
2004;Municipios;1317;San Lorenzo de El Escorial;Total;2687;
