Año;Tipo territorio;Código territorio;Territorio;Tipo;Valor;Estado dato
2006;Municipios;1356;Santa María de la Alameda;Copropiedad;63;
2006;Municipios;1369;Santorcaz;Copropiedad;20;
2006;Municipios;1375;Santos de la Humosa (Los);Copropiedad;28;
2006;Municipios;1381;Serna del Monte (La);Copropiedad;3;
2006;Municipios;1408;Serranillos del Valle;Copropiedad;22;
2006;Municipios;1415;Sevilla la Nueva;Copropiedad;81;
2006;Municipios;1436;Somosierra;Copropiedad;1;
2006;Municipios;1441;Soto del Real;Copropiedad;98;
2006;Municipios;1454;Talamanca de Jarama;Copropiedad;55;
2006;Municipios;1467;Tielmes;Copropiedad;45;
2006;Municipios;1473;Titulcia;Copropiedad;7;
2006;Municipios;1489;Torrejón de Ardoz;Copropiedad;1473;
2006;Municipios;1492;Torrejón de la Calzada;Copropiedad;80;
2006;Municipios;1505;Torrejón de Velasco;Copropiedad;37;
2006;Municipios;1512;Torrelaguna;Copropiedad;102;
2006;Municipios;1527;Torrelodones;Copropiedad;216;
2006;Municipios;1533;Torremocha de Jarama;Copropiedad;8;
2006;Municipios;1548;Torres de la Alameda;Copropiedad;120;
2006;Municipios;9036;Tres Cantos;Copropiedad;310;
2006;Municipios;1551;Valdaracete;Copropiedad;12;
2006;Municipios;1564;Valdeavero;Copropiedad;11;
2006;Municipios;1570;Valdelaguna;Copropiedad;14;
2006;Municipios;1586;Valdemanco;Copropiedad;23;
2006;Municipios;1599;Valdemaqueda;Copropiedad;26;
2006;Municipios;1603;Valdemorillo;Copropiedad;138;
2006;Municipios;1610;Valdemoro;Copropiedad;549;
2006;Municipios;1625;Valdeolmos-Alalpardo;Copropiedad;44;
2006;Municipios;1631;Valdepiélagos;Copropiedad;4;
2006;Municipios;1646;Valdetorres de Jarama;Copropiedad;74;
2006;Municipios;1659;Valdilecha;Copropiedad;49;
2006;Municipios;1662;Valverde de Alcalá;Copropiedad;10;
2006;Municipios;1678;Velilla de San Antonio;Copropiedad;174;
2006;Municipios;1684;Vellón (El);Copropiedad;23;
2006;Municipios;1697;Venturada;Copropiedad;10;
2006;Municipios;1718;Villa del Prado;Copropiedad;52;
2006;Municipios;1701;Villaconejos;Copropiedad;36;
2006;Municipios;1723;Villalbilla;Copropiedad;58;
2006;Municipios;1739;Villamanrique de Tajo;Copropiedad;7;
2006;Municipios;1744;Villamanta;Copropiedad;42;
2006;Municipios;1757;Villamantilla;Copropiedad;8;
2006;Municipios;1760;Villanueva de la Cañada;Copropiedad;136;
2006;Municipios;1782;Villanueva de Perales;Copropiedad;10;
2006;Municipios;1776;Villanueva del Pardillo;Copropiedad;169;
2006;Municipios;1795;Villar del Olmo;Copropiedad;8;
2006;Municipios;1809;Villarejo de Salvanés;Copropiedad;117;
2006;Municipios;1816;Villaviciosa de Odón;Copropiedad;317;
2006;Municipios;1821;Villavieja del Lozoya;Copropiedad;9;
2006;Municipios;1837;Zarzalejo;Copropiedad;79;
2006;Zonas Estadísticas;03;Este Metropolitano;Copropiedad;7500;
2006;Zonas Estadísticas;01;Municipio de Madrid;Copropiedad;66673;
2006;Zonas Estadísticas;07;Nordeste Comunidad;Copropiedad;818;
2006;Zonas Estadísticas;02;Norte Metropolitano;Copropiedad;4862;
2006;Zonas Estadísticas;05;Oeste Metropolitano;Copropiedad;5496;
2006;Zonas Estadísticas;11;Sierra Central;Copropiedad;3739;
2006;Zonas Estadísticas;06;Sierra Norte;Copropiedad;1015;
2006;Zonas Estadísticas;10;Sierra Sur;Copropiedad;879;
2006;Zonas Estadísticas;08;Sudeste Comunidad;Copropiedad;1434;
2006;Zonas Estadísticas;09;Sudoeste Comunidad;Copropiedad;1269;
2006;Zonas Estadísticas;04;Sur Metropolitano;Copropiedad;15868;
2007;Comunidad de Madrid;;Comunidad de Madrid;Copropiedad;112862;
2007;Municipios;0014;Acebeda (La);Copropiedad;4;
2007;Municipios;0029;Ajalvir;Copropiedad;103;
2007;Municipios;0035;Alameda del Valle;Copropiedad;17;
2007;Municipios;0040;Álamo (El);Copropiedad;138;
2007;Municipios;0053;Alcalá de Henares;Copropiedad;2803;
2007;Municipios;0066;Alcobendas;Copropiedad;1688;
2007;Municipios;0072;Alcorcón;Copropiedad;1756;
2007;Municipios;0088;Aldea del Fresno;Copropiedad;42;
2007;Municipios;0091;Algete;Copropiedad;280;
2007;Municipios;0105;Alpedrete;Copropiedad;230;
2007;Municipios;0112;Ambite;Copropiedad;10;
2007;Municipios;0127;Anchuelo;Copropiedad;26;
2007;Municipios;0133;Aranjuez;Copropiedad;1255;
2007;Municipios;0148;Arganda del Rey;Copropiedad;713;
2007;Municipios;0151;Arroyomolinos;Copropiedad;66;
2007;Municipios;0164;Atazar (El);Copropiedad;1;
2007;Municipios;0170;Batres;Copropiedad;11;
2007;Municipios;0186;Becerril de la Sierra;Copropiedad;162;
2007;Municipios;0199;Belmonte de Tajo;Copropiedad;17;
2007;Municipios;0210;Berrueco (El);Copropiedad;22;
2007;Municipios;0203;Berzosa del Lozoya;Copropiedad;3;
2007;Municipios;0225;Boadilla del Monte;Copropiedad;351;
2007;Municipios;0231;Boalo (El);Copropiedad;134;
2007;Municipios;0246;Braojos;Copropiedad;12;
2007;Municipios;0259;Brea de Tajo;Copropiedad;8;
2007;Municipios;0262;Brunete;Copropiedad;162;
2007;Municipios;0278;Buitrago del Lozoya;Copropiedad;78;
2007;Municipios;0284;Bustarviejo;Copropiedad;74;
2007;Municipios;0297;Cabanillas de la Sierra;Copropiedad;12;
2007;Municipios;0301;Cabrera (La);Copropiedad;61;
2007;Municipios;0318;Cadalso de los Vidrios;Copropiedad;73;
2007;Municipios;0323;Camarma de Esteruelas;Copropiedad;117;
2007;Municipios;0339;Campo Real;Copropiedad;143;
2007;Municipios;0344;Canencia;Copropiedad;26;
2007;Municipios;0357;Carabaña;Copropiedad;27;
2007;Municipios;0360;Casarrubuelos;Copropiedad;35;
2007;Municipios;0376;Cenicientos;Copropiedad;62;
2007;Municipios;0382;Cercedilla;Copropiedad;245;
2007;Municipios;0395;Cervera de Buitrago;Copropiedad;11;
2007;Municipios;0513;Chapinería;Copropiedad;30;
2007;Municipios;0528;Chinchón;Copropiedad;162;
2007;Municipios;0409;Ciempozuelos;Copropiedad;385;
2007;Municipios;0416;Cobeña;Copropiedad;81;
2007;Municipios;0468;Collado Mediano;Copropiedad;160;
2007;Municipios;0474;Collado Villalba;Copropiedad;1051;
2007;Municipios;0437;Colmenar de Oreja;Copropiedad;57;
2007;Municipios;0421;Colmenar del Arroyo;Copropiedad;31;
2007;Municipios;0455;Colmenar Viejo;Copropiedad;1018;
2007;Municipios;0442;Colmenarejo;Copropiedad;138;
2007;Municipios;0480;Corpa;Copropiedad;22;
2007;Municipios;0493;Coslada;Copropiedad;1055;
2007;Municipios;0506;Cubas de la Sagra;Copropiedad;287;
2007;Municipios;0534;Daganzo de Arriba;Copropiedad;145;
2007;Municipios;0549;Escorial (El);Copropiedad;469;
2007;Municipios;0552;Estremera;Copropiedad;37;
2007;Municipios;0565;Fresnedillas de la Oliva;Copropiedad;56;
2007;Municipios;0571;Fresno de Torote;Copropiedad;17;
2007;Municipios;0587;Fuenlabrada;Copropiedad;2331;
2007;Municipios;0590;Fuente el Saz de Jarama;Copropiedad;129;
2007;Municipios;0604;Fuentidueña de Tajo;Copropiedad;23;
2007;Municipios;0611;Galapagar;Copropiedad;538;
2007;Municipios;0626;Garganta de los Montes;Copropiedad;7;
2007;Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;Copropiedad;18;
2007;Municipios;0647;Gascones;Copropiedad;5;
2007;Municipios;0650;Getafe;Copropiedad;2351;
2007;Municipios;0663;Griñón;Copropiedad;92;
2007;Municipios;0679;Guadalix de la Sierra;Copropiedad;139;
2007;Municipios;0685;Guadarrama;Copropiedad;498;
2007;Municipios;0698;Hiruela (La);Copropiedad;7;
2007;Municipios;0702;Horcajo de la Sierra-Aoslos;Copropiedad;20;
2007;Municipios;0719;Horcajuelo de la Sierra;Copropiedad;4;
2007;Municipios;0724;Hoyo de Manzanares;Copropiedad;306;
2007;Municipios;0730;Humanes de Madrid;Copropiedad;258;
2007;Municipios;0745;Leganés;Copropiedad;2826;
2007;Municipios;0758;Loeches;Copropiedad;139;
2007;Municipios;0761;Lozoya;Copropiedad;45;
2007;Municipios;9015;Lozoyuela-Navas-Sieteiglesias;Copropiedad;36;
2007;Municipios;0783;Madarcos;Copropiedad;2;
2007;Municipios;0796;Madrid;Copropiedad;67890;
2007;Municipios;0800;Majadahonda;Copropiedad;863;
2007;Municipios;0822;Manzanares el Real;Copropiedad;167;
2007;Municipios;0838;Meco;Copropiedad;130;
2007;Municipios;0843;Mejorada del Campo;Copropiedad;393;
2007;Municipios;0856;Miraflores de la Sierra;Copropiedad;194;
2007;Municipios;0869;Molar (El);Copropiedad;113;
2007;Municipios;0875;Molinos (Los);Copropiedad;110;
2007;Municipios;0881;Montejo de la Sierra;Copropiedad;19;
2007;Municipios;0894;Moraleja de Enmedio;Copropiedad;63;
2007;Municipios;0908;Moralzarzal;Copropiedad;215;
2007;Municipios;0915;Morata de Tajuña;Copropiedad;189;
2007;Municipios;0920;Móstoles;Copropiedad;2264;
2007;Municipios;0936;Navacerrada;Copropiedad;123;
2007;Municipios;0941;Navalafuente;Copropiedad;26;
2007;Municipios;0954;Navalagamella;Copropiedad;34;
2007;Municipios;0967;Navalcarnero;Copropiedad;341;
2007;Municipios;0973;Navarredonda y San Mamés;Copropiedad;13;
2007;Municipios;0992;Navas del Rey;Copropiedad;38;
2007;Municipios;1006;Nuevo Baztán;Copropiedad;17;
2007;Municipios;1013;Olmeda de las Fuentes;Copropiedad;5;
2007;Municipios;1028;Orusco de Tajuña;Copropiedad;16;
2007;Municipios;1049;Paracuellos de Jarama;Copropiedad;219;
2007;Municipios;1065;Parla;Copropiedad;1146;
2007;Municipios;1071;Patones;Copropiedad;23;
2007;Municipios;1087;Pedrezuela;Copropiedad;68;
2007;Municipios;1090;Pelayos de la Presa;Copropiedad;52;
2007;Municipios;1104;Perales de Tajuña;Copropiedad;77;
2007;Municipios;1111;Pezuela de las Torres;Copropiedad;10;
2007;Municipios;1126;Pinilla del Valle;Copropiedad;16;
2007;Municipios;1132;Pinto;Copropiedad;852;
2007;Municipios;1147;Piñuécar-Gandullas;Copropiedad;0;
2007;Municipios;1150;Pozuelo de Alarcón;Copropiedad;866;
2007;Municipios;1163;Pozuelo del Rey;Copropiedad;7;
2007;Municipios;1179;Prádena del Rincón;Copropiedad;5;
2007;Municipios;1185;Puebla de la Sierra;Copropiedad;5;
2007;Municipios;9020;Puentes Viejas;Copropiedad;20;
2007;Municipios;1198;Quijorna;Copropiedad;43;
2007;Municipios;1202;Rascafría;Copropiedad;84;
2007;Municipios;1219;Redueña;Copropiedad;3;
2007;Municipios;1224;Ribatejada;Copropiedad;10;
2007;Municipios;1230;Rivas-Vaciamadrid;Copropiedad;354;
2007;Municipios;1245;Robledillo de la Jara;Copropiedad;6;
2007;Municipios;1258;Robledo de Chavela;Copropiedad;138;
2007;Municipios;1261;Robregordo;Copropiedad;6;
2007;Municipios;1277;Rozas de Madrid (Las);Copropiedad;843;
2007;Municipios;1283;Rozas de Puerto Real;Copropiedad;12;
2007;Municipios;1296;San Agustín del Guadalix;Copropiedad;165;
2007;Municipios;1300;San Fernando de Henares;Copropiedad;516;
2007;Municipios;1317;San Lorenzo de El Escorial;Copropiedad;662;
2007;Municipios;1322;San Martín de la Vega;Copropiedad;325;
2007;Municipios;1338;San Martín de Valdeiglesias;Copropiedad;258;
2007;Municipios;1343;San Sebastián de los Reyes;Copropiedad;1502;
2007;Municipios;1356;Santa María de la Alameda;Copropiedad;67;
2007;Municipios;1369;Santorcaz;Copropiedad;21;
2007;Municipios;1375;Santos de la Humosa (Los);Copropiedad;37;
2007;Municipios;1381;Serna del Monte (La);Copropiedad;3;
2007;Municipios;1408;Serranillos del Valle;Copropiedad;29;
2007;Municipios;1415;Sevilla la Nueva;Copropiedad;81;
2007;Municipios;1436;Somosierra;Copropiedad;2;
2007;Municipios;1441;Soto del Real;Copropiedad;100;
2007;Municipios;1454;Talamanca de Jarama;Copropiedad;63;
2007;Municipios;1467;Tielmes;Copropiedad;53;
2007;Municipios;1473;Titulcia;Copropiedad;14;
2007;Municipios;1489;Torrejón de Ardoz;Copropiedad;1505;
2007;Municipios;1492;Torrejón de la Calzada;Copropiedad;83;
2007;Municipios;1505;Torrejón de Velasco;Copropiedad;47;
2007;Municipios;1512;Torrelaguna;Copropiedad;115;
2007;Municipios;1527;Torrelodones;Copropiedad;233;
2007;Municipios;1533;Torremocha de Jarama;Copropiedad;10;
2007;Municipios;1548;Torres de la Alameda;Copropiedad;120;
2007;Municipios;9036;Tres Cantos;Copropiedad;314;
2007;Municipios;1551;Valdaracete;Copropiedad;13;
2007;Municipios;1564;Valdeavero;Copropiedad;14;
2007;Municipios;1570;Valdelaguna;Copropiedad;18;
2007;Municipios;1586;Valdemanco;Copropiedad;26;
2007;Municipios;1599;Valdemaqueda;Copropiedad;30;
2007;Municipios;1603;Valdemorillo;Copropiedad;172;
2007;Municipios;1610;Valdemoro;Copropiedad;648;
2007;Municipios;1625;Valdeolmos-Alalpardo;Copropiedad;57;
2007;Municipios;1631;Valdepiélagos;Copropiedad;4;
2007;Municipios;1646;Valdetorres de Jarama;Copropiedad;74;
2007;Municipios;1659;Valdilecha;Copropiedad;63;
2007;Municipios;1662;Valverde de Alcalá;Copropiedad;10;
2007;Municipios;1678;Velilla de San Antonio;Copropiedad;174;
2007;Municipios;1684;Vellón (El);Copropiedad;35;
2007;Municipios;1697;Venturada;Copropiedad;10;
2007;Municipios;1718;Villa del Prado;Copropiedad;59;
2007;Municipios;1701;Villaconejos;Copropiedad;66;
2007;Municipios;1723;Villalbilla;Copropiedad;62;
2007;Municipios;1739;Villamanrique de Tajo;Copropiedad;8;
2007;Municipios;1744;Villamanta;Copropiedad;46;
2007;Municipios;1757;Villamantilla;Copropiedad;15;
2007;Municipios;1760;Villanueva de la Cañada;Copropiedad;137;
2007;Municipios;1782;Villanueva de Perales;Copropiedad;11;
2007;Municipios;1776;Villanueva del Pardillo;Copropiedad;177;
2007;Municipios;1795;Villar del Olmo;Copropiedad;9;
2007;Municipios;1809;Villarejo de Salvanés;Copropiedad;131;
2007;Municipios;1816;Villaviciosa de Odón;Copropiedad;334;
2007;Municipios;1821;Villavieja del Lozoya;Copropiedad;11;
2007;Municipios;1837;Zarzalejo;Copropiedad;82;
2007;Zonas Estadísticas;03;Este Metropolitano;Copropiedad;7835;
2007;Zonas Estadísticas;01;Municipio de Madrid;Copropiedad;67890;
2007;Zonas Estadísticas;07;Nordeste Comunidad;Copropiedad;873;
2007;Zonas Estadísticas;02;Norte Metropolitano;Copropiedad;5048;
2007;Zonas Estadísticas;05;Oeste Metropolitano;Copropiedad;5684;
2007;Zonas Estadísticas;11;Sierra Central;Copropiedad;3956;
2007;Zonas Estadísticas;06;Sierra Norte;Copropiedad;1110;
2007;Zonas Estadísticas;10;Sierra Sur;Copropiedad;963;
2007;Zonas Estadísticas;08;Sudeste Comunidad;Copropiedad;1617;
2007;Zonas Estadísticas;09;Sudoeste Comunidad;Copropiedad;1489;
2007;Zonas Estadísticas;04;Sur Metropolitano;Copropiedad;16397;
2008;Comunidad de Madrid;;Comunidad de Madrid;Copropiedad;114255;
2008;Municipios;0014;Acebeda (La);Copropiedad;4;
2008;Municipios;0029;Ajalvir;Copropiedad;108;
2008;Municipios;0035;Alameda del Valle;Copropiedad;17;
2008;Municipios;0040;Álamo (El);Copropiedad;148;
2008;Municipios;0053;Alcalá de Henares;Copropiedad;2832;
2008;Municipios;0066;Alcobendas;Copropiedad;1689;
2008;Municipios;0072;Alcorcón;Copropiedad;1768;
2008;Municipios;0088;Aldea del Fresno;Copropiedad;44;
2008;Municipios;0091;Algete;Copropiedad;297;
2008;Municipios;0105;Alpedrete;Copropiedad;231;
2008;Municipios;0112;Ambite;Copropiedad;10;
2008;Municipios;0127;Anchuelo;Copropiedad;26;
2008;Municipios;0133;Aranjuez;Copropiedad;1266;
2008;Municipios;0148;Arganda del Rey;Copropiedad;726;
2008;Municipios;0151;Arroyomolinos;Copropiedad;72;
2008;Municipios;0164;Atazar (El);Copropiedad;1;
2008;Municipios;0170;Batres;Copropiedad;11;
2008;Municipios;0186;Becerril de la Sierra;Copropiedad;165;
2008;Municipios;0199;Belmonte de Tajo;Copropiedad;18;
2008;Municipios;0210;Berrueco (El);Copropiedad;23;
2008;Municipios;0203;Berzosa del Lozoya;Copropiedad;3;
2008;Municipios;0225;Boadilla del Monte;Copropiedad;357;
2008;Municipios;0231;Boalo (El);Copropiedad;137;
2008;Municipios;0246;Braojos;Copropiedad;12;
2008;Municipios;0259;Brea de Tajo;Copropiedad;8;
2008;Municipios;0262;Brunete;Copropiedad;165;
2008;Municipios;0278;Buitrago del Lozoya;Copropiedad;78;
2008;Municipios;0284;Bustarviejo;Copropiedad;79;
2008;Municipios;0297;Cabanillas de la Sierra;Copropiedad;11;
2008;Municipios;0301;Cabrera (La);Copropiedad;68;
2008;Municipios;0318;Cadalso de los Vidrios;Copropiedad;73;
2008;Municipios;0323;Camarma de Esteruelas;Copropiedad;117;
2008;Municipios;0339;Campo Real;Copropiedad;149;
2008;Municipios;0344;Canencia;Copropiedad;26;
2008;Municipios;0357;Carabaña;Copropiedad;46;
2008;Municipios;0360;Casarrubuelos;Copropiedad;42;
2008;Municipios;0376;Cenicientos;Copropiedad;63;
2008;Municipios;0382;Cercedilla;Copropiedad;245;
2008;Municipios;0395;Cervera de Buitrago;Copropiedad;12;
2008;Municipios;0513;Chapinería;Copropiedad;30;
2008;Municipios;0528;Chinchón;Copropiedad;165;
2008;Municipios;0409;Ciempozuelos;Copropiedad;395;
2008;Municipios;0416;Cobeña;Copropiedad;81;
2008;Municipios;0468;Collado Mediano;Copropiedad;161;
2008;Municipios;0474;Collado Villalba;Copropiedad;1051;
2008;Municipios;0437;Colmenar de Oreja;Copropiedad;57;
2008;Municipios;0421;Colmenar del Arroyo;Copropiedad;33;
2008;Municipios;0455;Colmenar Viejo;Copropiedad;1026;
2008;Municipios;0442;Colmenarejo;Copropiedad;142;
2008;Municipios;0480;Corpa;Copropiedad;23;
2008;Municipios;0493;Coslada;Copropiedad;1101;
2008;Municipios;0506;Cubas de la Sagra;Copropiedad;304;
2008;Municipios;0534;Daganzo de Arriba;Copropiedad;148;
2008;Municipios;0549;Escorial (El);Copropiedad;479;
2008;Municipios;0552;Estremera;Copropiedad;38;
2008;Municipios;0565;Fresnedillas de la Oliva;Copropiedad;59;
2008;Municipios;0571;Fresno de Torote;Copropiedad;16;
2008;Municipios;0587;Fuenlabrada;Copropiedad;2341;
2008;Municipios;0590;Fuente el Saz de Jarama;Copropiedad;130;
2008;Municipios;0604;Fuentidueña de Tajo;Copropiedad;23;
2008;Municipios;0611;Galapagar;Copropiedad;540;
2008;Municipios;0626;Garganta de los Montes;Copropiedad;8;
2008;Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;Copropiedad;20;
2008;Municipios;0647;Gascones;Copropiedad;5;
2008;Municipios;0650;Getafe;Copropiedad;2387;
2008;Municipios;0663;Griñón;Copropiedad;97;
2008;Municipios;0679;Guadalix de la Sierra;Copropiedad;142;
2008;Municipios;0685;Guadarrama;Copropiedad;499;
2008;Municipios;0698;Hiruela (La);Copropiedad;8;
2008;Municipios;0702;Horcajo de la Sierra-Aoslos;Copropiedad;20;
2008;Municipios;0719;Horcajuelo de la Sierra;Copropiedad;4;
2008;Municipios;0724;Hoyo de Manzanares;Copropiedad;308;
2008;Municipios;0730;Humanes de Madrid;Copropiedad;262;
2008;Municipios;0745;Leganés;Copropiedad;2865;
2008;Municipios;0758;Loeches;Copropiedad;160;
2008;Municipios;0761;Lozoya;Copropiedad;46;
2008;Municipios;9015;Lozoyuela-Navas-Sieteiglesias;Copropiedad;36;
2008;Municipios;0783;Madarcos;Copropiedad;2;
2008;Municipios;0796;Madrid;Copropiedad;68255;
2008;Municipios;0800;Majadahonda;Copropiedad;866;
2008;Municipios;0822;Manzanares el Real;Copropiedad;171;
2008;Municipios;0838;Meco;Copropiedad;137;
2008;Municipios;0843;Mejorada del Campo;Copropiedad;433;
2008;Municipios;0856;Miraflores de la Sierra;Copropiedad;200;
2008;Municipios;0869;Molar (El);Copropiedad;144;
2008;Municipios;0875;Molinos (Los);Copropiedad;110;
2008;Municipios;0881;Montejo de la Sierra;Copropiedad;20;
2008;Municipios;0894;Moraleja de Enmedio;Copropiedad;66;
2008;Municipios;0908;Moralzarzal;Copropiedad;219;
2008;Municipios;0915;Morata de Tajuña;Copropiedad;203;
2008;Municipios;0920;Móstoles;Copropiedad;2283;
2008;Municipios;0936;Navacerrada;Copropiedad;126;
2008;Municipios;0941;Navalafuente;Copropiedad;31;
2008;Municipios;0954;Navalagamella;Copropiedad;38;
2008;Municipios;0967;Navalcarnero;Copropiedad;359;
2008;Municipios;0973;Navarredonda y San Mamés;Copropiedad;13;
2008;Municipios;0992;Navas del Rey;Copropiedad;38;
2008;Municipios;1006;Nuevo Baztán;Copropiedad;17;
2008;Municipios;1013;Olmeda de las Fuentes;Copropiedad;5;
2008;Municipios;1028;Orusco de Tajuña;Copropiedad;18;
2008;Municipios;1049;Paracuellos de Jarama;Copropiedad;223;
2008;Municipios;1065;Parla;Copropiedad;1184;
2008;Municipios;1071;Patones;Copropiedad;23;
2008;Municipios;1087;Pedrezuela;Copropiedad;106;
2008;Municipios;1090;Pelayos de la Presa;Copropiedad;54;
2008;Municipios;1104;Perales de Tajuña;Copropiedad;78;
2008;Municipios;1111;Pezuela de las Torres;Copropiedad;12;
2008;Municipios;1126;Pinilla del Valle;Copropiedad;16;
2008;Municipios;1132;Pinto;Copropiedad;856;
2008;Municipios;1147;Piñuécar-Gandullas;Copropiedad;0;
2008;Municipios;1150;Pozuelo de Alarcón;Copropiedad;873;
2008;Municipios;1163;Pozuelo del Rey;Copropiedad;14;
2008;Municipios;1179;Prádena del Rincón;Copropiedad;5;
2008;Municipios;1185;Puebla de la Sierra;Copropiedad;5;
2008;Municipios;9020;Puentes Viejas;Copropiedad;22;
2008;Municipios;1198;Quijorna;Copropiedad;42;
2008;Municipios;1202;Rascafría;Copropiedad;84;
2008;Municipios;1219;Redueña;Copropiedad;3;
2008;Municipios;1224;Ribatejada;Copropiedad;10;
2008;Municipios;1230;Rivas-Vaciamadrid;Copropiedad;358;
2008;Municipios;1245;Robledillo de la Jara;Copropiedad;6;
2008;Municipios;1258;Robledo de Chavela;Copropiedad;141;
2008;Municipios;1261;Robregordo;Copropiedad;6;
2008;Municipios;1277;Rozas de Madrid (Las);Copropiedad;893;
2008;Municipios;1283;Rozas de Puerto Real;Copropiedad;12;
2008;Municipios;1296;San Agustín del Guadalix;Copropiedad;170;
2008;Municipios;1300;San Fernando de Henares;Copropiedad;558;
2008;Municipios;1317;San Lorenzo de El Escorial;Copropiedad;667;
2008;Municipios;1322;San Martín de la Vega;Copropiedad;355;
2008;Municipios;1338;San Martín de Valdeiglesias;Copropiedad;258;
2008;Municipios;1343;San Sebastián de los Reyes;Copropiedad;1529;
2008;Municipios;1356;Santa María de la Alameda;Copropiedad;66;
2008;Municipios;1369;Santorcaz;Copropiedad;21;
2008;Municipios;1375;Santos de la Humosa (Los);Copropiedad;37;
2008;Municipios;1381;Serna del Monte (La);Copropiedad;3;
2008;Municipios;1408;Serranillos del Valle;Copropiedad;31;
2008;Municipios;1415;Sevilla la Nueva;Copropiedad;89;
2008;Municipios;1436;Somosierra;Copropiedad;2;
2008;Municipios;1441;Soto del Real;Copropiedad;104;
2008;Municipios;1454;Talamanca de Jarama;Copropiedad;66;
2008;Municipios;1467;Tielmes;Copropiedad;62;
2008;Municipios;1473;Titulcia;Copropiedad;19;
2008;Municipios;1489;Torrejón de Ardoz;Copropiedad;1515;
2008;Municipios;1492;Torrejón de la Calzada;Copropiedad;84;
2008;Municipios;1505;Torrejón de Velasco;Copropiedad;53;
2008;Municipios;1512;Torrelaguna;Copropiedad;118;
2008;Municipios;1527;Torrelodones;Copropiedad;235;
2008;Municipios;1533;Torremocha de Jarama;Copropiedad;11;
2008;Municipios;1548;Torres de la Alameda;Copropiedad;136;
2008;Municipios;9036;Tres Cantos;Copropiedad;318;
2008;Municipios;1551;Valdaracete;Copropiedad;13;
2008;Municipios;1564;Valdeavero;Copropiedad;15;
2008;Municipios;1570;Valdelaguna;Copropiedad;20;
2008;Municipios;1586;Valdemanco;Copropiedad;26;
2008;Municipios;1599;Valdemaqueda;Copropiedad;30;
2008;Municipios;1603;Valdemorillo;Copropiedad;185;
2008;Municipios;1610;Valdemoro;Copropiedad;668;
2008;Municipios;1625;Valdeolmos-Alalpardo;Copropiedad;62;
2008;Municipios;1631;Valdepiélagos;Copropiedad;6;
2008;Municipios;1646;Valdetorres de Jarama;Copropiedad;83;
2008;Municipios;1659;Valdilecha;Copropiedad;65;
2008;Municipios;1662;Valverde de Alcalá;Copropiedad;10;
2008;Municipios;1678;Velilla de San Antonio;Copropiedad;197;
2008;Municipios;1684;Vellón (El);Copropiedad;37;
2008;Municipios;1697;Venturada;Copropiedad;11;
2008;Municipios;1718;Villa del Prado;Copropiedad;59;
2008;Municipios;1701;Villaconejos;Copropiedad;73;
2008;Municipios;1723;Villalbilla;Copropiedad;64;
2008;Municipios;1739;Villamanrique de Tajo;Copropiedad;8;
2008;Municipios;1744;Villamanta;Copropiedad;47;
2008;Municipios;1757;Villamantilla;Copropiedad;23;
2008;Municipios;1760;Villanueva de la Cañada;Copropiedad;141;
2008;Municipios;1782;Villanueva de Perales;Copropiedad;12;
2008;Municipios;1776;Villanueva del Pardillo;Copropiedad;181;
2008;Municipios;1795;Villar del Olmo;Copropiedad;10;
2008;Municipios;1809;Villarejo de Salvanés;Copropiedad;136;
2008;Municipios;1816;Villaviciosa de Odón;Copropiedad;335;
2008;Municipios;1821;Villavieja del Lozoya;Copropiedad;11;
2008;Municipios;1837;Zarzalejo;Copropiedad;83;
2008;Zonas Estadísticas;03;Este Metropolitano;Copropiedad;8051;
2008;Zonas Estadísticas;01;Municipio de Madrid;Copropiedad;68255;
2008;Zonas Estadísticas;07;Nordeste Comunidad;Copropiedad;934;
2008;Zonas Estadísticas;02;Norte Metropolitano;Copropiedad;5110;
2008;Zonas Estadísticas;05;Oeste Metropolitano;Copropiedad;5764;
2008;Zonas Estadísticas;11;Sierra Central;Copropiedad;4022;
2008;Zonas Estadísticas;06;Sierra Norte;Copropiedad;1184;
2008;Zonas Estadísticas;10;Sierra Sur;Copropiedad;978;
2008;Zonas Estadísticas;08;Sudeste Comunidad;Copropiedad;1744;
2008;Zonas Estadísticas;09;Sudoeste Comunidad;Copropiedad;1583;
2008;Zonas Estadísticas;04;Sur Metropolitano;Copropiedad;16630;
2009;Comunidad de Madrid;;Comunidad de Madrid;Copropiedad;117591;
2009;Municipios;0014;Acebeda (La);Copropiedad;5;
2009;Municipios;0029;Ajalvir;Copropiedad;121;
2009;Municipios;0035;Alameda del Valle;Copropiedad;18;
2009;Municipios;0040;Álamo (El);Copropiedad;179;
2009;Municipios;0053;Alcalá de Henares;Copropiedad;2863;
2009;Municipios;0066;Alcobendas;Copropiedad;1715;
2009;Municipios;0072;Alcorcón;Copropiedad;1800;
2009;Municipios;0088;Aldea del Fresno;Copropiedad;44;
2009;Municipios;0091;Algete;Copropiedad;313;
2009;Municipios;0105;Alpedrete;Copropiedad;249;
2009;Municipios;0112;Ambite;Copropiedad;10;
2009;Municipios;0127;Anchuelo;Copropiedad;34;
2009;Municipios;0133;Aranjuez;Copropiedad;1329;
