gei_yr,gei_crf_act,gei_pollutant,gei_co2_eq_t,gei_crf
1990,1A1a Producción de energía y calor en plantas de servicio público,N2O,15.104735,1A1a
1990,1A1a Producción de energía y calor en plantas de servicio público,CH4,15.95958,1A1a
1990,1A1c  Fabricación de combustibles sólidos y otras industrias energéticas,CH4,1.038352,1A1c
1990,1A1c  Fabricación de combustibles sólidos y otras industrias energéticas,CO2,1144.93,1A1c
1990,1A1c  Fabricación de combustibles sólidos y otras industrias energéticas,N2O,5.255745,1A1c
1990,1A2a Hierro y acero,CH4,84.486108,1A2a
1990,1A2a Hierro y acero,CO2,101313.5578,1A2a
1990,1A2a Hierro y acero,N2O,130.4208365,1A2a
1990,1A2b Metales no ferrosos,CH4,27.526764200000002,1A2b
1990,1A2b Metales no ferrosos,CO2,16371.6564273,1A2b
1990,1A2b Metales no ferrosos,N2O,38.4422669,1A2b
1990,1A2c Productos químicos,CH4,1956.6175159999998,1A2c
1990,1A2c Productos químicos,CO2,712907.608,1A2c
1990,1A2c Productos químicos,N2O,1566.03128,1A2c
1990,"1A2d Pasta de papel, papel e impresión",CH4,1290.2983800000002,1A2d
1990,"1A2d Pasta de papel, papel e impresión",CO2,133632.395,1A2d
1990,"1A2d Pasta de papel, papel e impresión",N2O,457.90039,1A2d
1990,"1A2e  Procesado de alimentos, bebidas y tabaco",CH4,581.062496,1A2e
1990,"1A2e  Procesado de alimentos, bebidas y tabaco",CO2,242940.055,1A2e
1990,"1A2e  Procesado de alimentos, bebidas y tabaco",N2O,470.05117,1A2e
1990,1A2f Minerales no metálicos,N2O,2354.0449703,1A2f
1990,1A2f Minerales no metálicos,CH4,1178.5224810999998,1A2f
1990,1A2f Minerales no metálicos,CO2,768661.3501533,1A2f
1990,1A2g Otros sectores,N2O,9373.2756793,1A2g
1990,1A2g Otros sectores,CH4,7421.9393752,1A2g
1990,1A2g Otros sectores,CO2,556224.901788,1A2g
1990,1A3a Transporte aéreo civil,CH4,210.6739085,1A3a
1990,1A3a Transporte aéreo civil,CO2,463415.86779289995,1A3a
1990,1A3a Transporte aéreo civil,N2O,3337.9082589000004,1A3a
1990,1A3b Transporte rodado,CH4,59344.284188000005,1A3b
1990,1A3b Transporte rodado,CO2,6030809.095,1A3b
1990,1A3b Transporte rodado,N2O,48464.79583,1A3b
1990,1A3c Transporte por ferrocarril,N2O,51.11797,1A3c
1990,1A3c Transporte por ferrocarril,CH4,40.252016000000005,1A3c
1990,1A3c Transporte por ferrocarril,CO2,25669.170000000002,1A3c
1990,1A4a Comercial / institucional,N2O,2080.8515500000003,1A4a
1990,1A4a Comercial / institucional,CH4,3939.5996640000003,1A4a
1990,1A4a Comercial / institucional,CO2,1091031.972,1A4a
1990,1A4b  ResidencialEstacionaria,CH4,80607.75268,1A4b
1990,1A4b  ResidencialEstacionaria,CO2,2573154.79,1A4b
1990,1A4b  ResidencialEstacionaria,N2O,6048.082015,1A4b
1990,1A4c Agricultura/Pesca/Forestal,CH4,185.79512,1A4c
1990,1A4c Agricultura/Pesca/Forestal,CO2,74156.754,1A4c
1990,1A4c Agricultura/Pesca/Forestal,N2O,691.9589900000001,1A4c
1990,"1A5b  Otros, móviles (incluidos barcos militares, terrestres y de recreo)",N2O,245.094525,1A5b
1990,"1A5b  Otros, móviles (incluidos barcos militares, terrestres y de recreo)",CH4,16.342395999999997,1A5b
1990,"1A5b  Otros, móviles (incluidos barcos militares, terrestres y de recreo)",CO2,33644.336,1A5b
1990,1B2b Emisiones fugitivas de gas natural ,CO2,2.813,1B2b
1990,1B2b Emisiones fugitivas de gas natural ,CH4,7026.773516,1B2b
1990,2A1 Producción de cemento,CO2,697089.75,2A1
1990,2A2 Producción de Cal,CO2,71048.4656049,2A2
1990,2A3 Producción de vidrio,CO2,5181.091,2A3
1990,2A4a Producción de cerámica,CO2,9353.761999999999,2A4a
1990,2A4b Otros usos de carbonato sódico ,CO2,14770.851999999999,2A4b
1990,2C1a Producción de acero,CO2,27420.739999999998,2C1a
1990,2C5 Producción de plomo,CO2,2544.12,2C5
1990,2D1 Uso de lubricantes,CO2,19844.8,2D1
1990,2D2 Uso de parafinas,CO2,4122.658,2D2
1990,2G1a Equipos eléctricos/Fabricación,SF6,36.2419115,2G1a
1990,2G1b Equipos eléctricos/Stock,SF6,7229.1235095,2G1b
1990,2G3a Aplicaciones médicas,N2O,45591.322920000006,2G3a
1990,2G3b Propulsor para para productos a presión y aerosoles,N2O,131.355995,2G3b
1990,3A11 Vacuno de leche,CH4,47582.35888,3A11
1990,3A12 Vacuno no lechero,CH4,74932.551288,3A12
1990,3A2 Ovino,CH4,32504.280452000003,3A2
1990,3A31 Porcino blanco,CH4,2487.323664,3A31
1990,3A42 Caprino,CH4,12896.757888,3A42
1990,3A43 Equino,CH4,1650.577348,3A43
1990,3A44 Mulas y asnos,CH4,401.098376,3A44
1990,3A46 Conejos,CH4,451.91048,3A46
1990,3B11 Vacuno ,CH4,21593.901196000003,3B11
1990,3B12 Ovino,CH4,5616.810696,3B12
1990,3B13 Porcino,CH4,25971.184428,3B13
1990,3B14 Otros animales,CH4,1967.0660520000001,3B14
1990,3B21 Vacuno,N2O,3271.68523,3B21
1990,3B22 Ovino,N2O,2872.2933949999997,3B22
1990,3B23 Porcino,N2O,937.23186,3B23
1990,3B24 Otros animales,N2O,2849.9478,3B24
1990,3B25 Emisiones indirectas de NO2,N2O,6250.854450000001,3B25
1990,3D11 Fertilizantes inorgánicos de N,N2O,26758.241705,3D11
1990,3D12 Fertilizantes orgánicos de N,N2O,18670.89406,3D12
1990,3D13 Orina y estiércol depositado por animales de pastoreo,N2O,2192.591715,3D13
1990,3D14 Residuos de cultivos,N2O,1650.679435,3D14
1990,3D21 Deposición atmosférica,N2O,6398.826475,3D21
1990,3D22 Lixiviación y Escorrentía de N,N2O,3426.07741,3D22
1990,3F11 Trigo,CH4,2447.7220599999996,3F11
1990,3F11 Trigo,N2O,600.598385,3F11
1990,3F12 Cebada,CH4,2602.911276,3F12
1990,3F12 Cebada,N2O,638.6772950000001,3F12
1990,3F13 Maíz,CH4,2862.861316,3F13
1990,3F13 Maíz,N2O,702.4614700000001,3F13
1990,3F14 Otros cereales,CH4,50.859032,3F14
1990,3F14 Otros cereales,N2O,12.47938,3F14
1990,3F31 Tubérculos y raíces,CH4,1516.4567319999999,3F31
1990,3F31 Tubérculos y raíces,N2O,372.093655,3F31
1990,3F5 Otros,CH4,263.721556,3F5
1990,3F5 Otros,N2O,64.70955500000001,3F5
1990,3H Urea,CO2,4874.5560000000005,3H
1990,3I Otros fertilizantes que contienen carbono,CO2,858.992,3I
1990,4(IV)2 Emisiones indirectas de N2O,N2O,95.0152472,3.D.2
1990,4A11 Tierras forestales que permanecen como tierras forestales,CH4,770.3816279,4A11
1990,4A11 Tierras forestales que permanecen como tierras forestales,CO2,-136848.95804300002,4A11
1990,4A11 Tierras forestales que permanecen como tierras forestales,N2O,403.3381015,4A11
1990,4A21 Tierras de cultivo convertidas en tierras forestales,CO2,-31020.3172147,4A21
1990,4A22 Pastizales convertidos en tierras forestales,CO2,-113036.4237114,4A22
1990,4A23 Humedales convertidos en tierras forestales,CO2,0.0,4A23
1990,4A24 Asentamientos convertidos en tierras forestales,CO2,-34.3089011,4A24
1990,4A25 Otras tierras convertidas en tierras forestales,CO2,0.0,4A25
1990,4B11 Tierras de cultivo que siguen siendo tierras de cultivo,CH4,1189.0339186,4B11
1990,4B11 Tierras de cultivo que siguen siendo tierras de cultivo,CO2,3213.1376871,4B11
1990,4B11 Tierras de cultivo que siguen siendo tierras de cultivo,N2O,1027.4803971,4B11
1990,4B21 Tierras forestales convertidas en tierras de cultivo,CO2,9468.9567069,4B21
1990,4B22 Pastizales convertidos en tierras de cultivo,CO2,16182.723297999999,4B22
1990,4B23 Humedales convertidos en tierras de cultivo,CO2,0.0,4B23
1990,4B24 Asentamientos convertidos en tierras de cultivo,CO2,-77.7832686,4B24
1990,4B25 Otras tierras convertidas en tierras de cultivo,CO2,0.0,4B25
1990,4C11 Pastizales que siguen siendo pastizales,CH4,2080.5571556,4C11
1990,4C11 Pastizales que siguen siendo pastizales,N2O,1814.8721389,4C11
1990,4C11 Pastizales que siguen siendo pastizales,CO2,149.6800708,4C11
1990,4C21 Tierras forestales convertidas en pastizales,CO2,1230.6488485,4C21
1990,4C22 Tierras de cultivo convertidas en pastizales,CO2,-19349.490558700003,4C22
1990,4C23 Humedales convertidos en pastizales,CO2,19.507858,4C23
1990,4C24 Asentamientos convertidos en pastizales,CO2,-133.6164186,4C24
1990,4C25 Otras tierras convertidas en pastizales,CO2,0.0,4C25
1990,4D12 Tierras inundadas que permanecen como tierras inundadas,CO2,0.0,4D12
1990,4D22 Tierras convertidas en tierras inundadas,CO2,-1113.1768897000002,4D22
1990,4E11 Asentamiento restantes,CO2,0.0,4E11
1990,4E21 Tierras forestales convertidas en asentamientos,CO2,8602.0022979,4E21
1990,4E22 Tierras de cultivo convertidas en asentamientos,CO2,35646.9954848,4E22
1990,4E23 Pastizales convertidos en asentamientos,CO2,25052.0943881,4E23
1990,4E24 Humedales convertidos en asentamientos,CO2,0.0,4E24
1990,4E25 Otras tierras convertidas en asentamientos,CO2,0.0,4E25
1990,4F11 Otras tierras que quedan como otras tierras,CO2,0.0,4F11
1990,4F21 Tierras forestales convertidas en otras tierras,CO2,52.826708700000005,4F21
1990,4F22 Tierras de cultivo convertidas en otras tierras,CO2,143.7793342,4F22
1990,4F23 Pastizales convertidos en otras tierras,CO2,1.2212858,4F23
1990,4F24 Humedales convertidos en otras tierras,CO2,0.0,4F24
1990,4F25 Asentamientos convertidos en otras tierras,CO2,0.0,4F25
1990,4G11 Madera sólida,CO2,-298345.9178947,4G11
1990,5A1a Vertederos gestionados Anaeróbicos,CH4,1119532.001224,5A1a
1990,5A2 Vertederos no gestionados,CH4,78281.648116,5A2
1990,5B1a Compostaje,N2O,2069.2896,5B1a
1990,5B1a Compostaje,CH4,3644.032,5B1a
1990,5C12 Incineración de residuos no biogénicos,CO2,373.125,5C12
1990,5C12 Incineración de residuos no biogénicos,N2O,10.371834999999999,5C12
1990,5C21 Quema abierta de residuos Biogénicos,CH4,795.325244,5C21
1990,5C21 Quema abierta de residuos Biogénicos,N2O,960.944325,5C21
1990,5C22 Quema abierta de residuos no biogénicos,CH4,560.567028,5C22
1990,5C22 Quema abierta de residuos no biogénicos,CO2,461.962,5C22
1990,5C22 Quema abierta de residuos no biogénicos,N2O,75.60026,5C22
1990,5D1 Aguas residuales domésticas,N2O,101405.3028,5D1
1990,5D1 Aguas residuales domésticas,CH4,492793.28182000003,5D1
1990,5D2 Aguas residuales industriales,CH4,150734.957632,5D2
1990,5E1 Esparcimiento de lodos,CH4,787.2712680000001,5E1
1991,1A1a Producción de energía y calor en plantas de servicio público,CH4,16.352504,1A1a
1991,1A1a Producción de energía y calor en plantas de servicio público,N2O,15.476795,1A1a
1991,1A1c  Fabricación de combustibles sólidos y otras industrias energéticas,CH4,2.041284,1A1c
1991,1A1c  Fabricación de combustibles sólidos y otras industrias energéticas,CO2,1358.042,1A1c
1991,1A1c  Fabricación de combustibles sólidos y otras industrias energéticas,N2O,6.005695,1A1c
1991,1A2a Hierro y acero,CH4,125.809124,1A2a
1991,1A2a Hierro y acero,CO2,110475.59300000001,1A2a
1991,1A2a Hierro y acero,N2O,162.046705,1A2a
1991,1A2b Metales no ferrosos,CO2,35365.3906402,1A2b
1991,1A2b Metales no ferrosos,N2O,83.54115230000001,1A2b
1991,1A2b Metales no ferrosos,CH4,86.27993459999999,1A2b
1991,1A2c Productos químicos,CH4,3084.200336,1A2c
1991,1A2c Productos químicos,CO2,946426.2069999999,1A2c
1991,1A2c Productos químicos,N2O,1878.81502,1A2c
1991,"1A2d Pasta de papel, papel e impresión",CH4,1378.292048,1A2d
1991,"1A2d Pasta de papel, papel e impresión",CO2,130726.64,1A2d
1991,"1A2d Pasta de papel, papel e impresión",N2O,447.980115,1A2d
1991,"1A2e  Procesado de alimentos, bebidas y tabaco",CH4,925.109556,1A2e
1991,"1A2e  Procesado de alimentos, bebidas y tabaco",CO2,265737.531,1A2e
1991,"1A2e  Procesado de alimentos, bebidas y tabaco",N2O,544.878955,1A2e
1991,1A2f Minerales no metálicos,CO2,988670.5188996,1A2f
1991,1A2f Minerales no metálicos,N2O,3187.8996388,1A2f
1991,1A2f Minerales no metálicos,CH4,1657.7426019999998,1A2f
1991,1A2g Otros sectores,CO2,569017.2377578,1A2g
1991,1A2g Otros sectores,N2O,7711.9289929999995,1A2g
1991,1A2g Otros sectores,CH4,6536.0988291,1A2g
1991,1A3a Transporte aéreo civil,CH4,232.6226522,1A3a
1991,1A3a Transporte aéreo civil,CO2,511672.69432,1A3a
1991,1A3a Transporte aéreo civil,N2O,3685.4846499,1A3a
1991,1A3b Transporte rodado,CH4,60682.669740000005,1A3b
1991,1A3b Transporte rodado,CO2,6028033.694,1A3b
1991,1A3b Transporte rodado,N2O,47420.264675,1A3b
1991,1A3c Transporte por ferrocarril,N2O,50.366164999999995,1A3c
1991,1A3c Transporte por ferrocarril,CO2,25291.654000000002,1A3c
1991,1A3c Transporte por ferrocarril,CH4,39.66004,1A3c
1991,1A4a Comercial / institucional,CO2,1159640.053,1A4a
1991,1A4a Comercial / institucional,N2O,2058.4166499999997,1A4a
1991,1A4a Comercial / institucional,CH4,4039.872172,1A4a
1991,1A4b  ResidencialEstacionaria,CH4,89821.914924,1A4b
1991,1A4b  ResidencialEstacionaria,CO2,2927683.33,1A4b
1991,1A4b  ResidencialEstacionaria,N2O,6783.249255000001,1A4b
1991,1A4c Agricultura/Pesca/Forestal,CH4,175.775712,1A4c
1991,1A4c Agricultura/Pesca/Forestal,CO2,82617.43,1A4c
1991,1A4c Agricultura/Pesca/Forestal,N2O,731.841225,1A4c
1991,"1A5b  Otros, móviles (incluidos barcos militares, terrestres y de recreo)",CH4,16.381932,1A5b
1991,"1A5b  Otros, móviles (incluidos barcos militares, terrestres y de recreo)",CO2,33740.197,1A5b
1991,"1A5b  Otros, móviles (incluidos barcos militares, terrestres y de recreo)",N2O,245.553505,1A5b
1991,1B2b Emisiones fugitivas de gas natural ,CH4,8144.733268,1B2b
1991,1B2b Emisiones fugitivas de gas natural ,CO2,3.261,1B2b
1991,2A1 Producción de cemento,CO2,833914.0129999999,2A1
1991,2A2 Producción de Cal,CO2,71129.4946114,2A2
1991,2A3 Producción de vidrio,CO2,5453.44,2A3
1991,2A4a Producción de cerámica,CO2,8616.544,2A4a
1991,2A4b Otros usos de carbonato sódico ,CO2,18415.478,2A4b
1991,2C1a Producción de acero,CO2,27311.698,2C1a
1991,2C5 Producción de plomo,CO2,2215.6,2C5
1991,2D1 Uso de lubricantes,CO2,18616.326999999997,2D1
1991,2D2 Uso de parafinas,CO2,4055.4790000000003,2D2
1991,2G1a Equipos eléctricos/Fabricación,SF6,423.80915200000004,2G1a
1991,2G1b Equipos eléctricos/Stock,SF6,7595.287631499999,2G1b
1991,2G3a Aplicaciones médicas,N2O,54969.571424999995,2G3a
1991,2G3b Propulsor para para productos a presión y aerosoles,N2O,131.30882499999998,2G3b
1991,3A11 Vacuno de leche,CH4,50515.151764,3A11
1991,3A12 Vacuno no lechero,CH4,103453.265328,3A12
1991,3A2 Ovino,CH4,32093.736388000005,3A2
1991,3A31 Porcino blanco,CH4,2134.423816,3A31
1991,3A42 Caprino,CH4,4802.6721959999995,3A42
1991,3A43 Equino,CH4,1662.1367,3A43
1991,3A44 Mulas y asnos,CH4,374.91216,3A44
1991,3B11 Vacuno,CH4,21413.258383999997,3B11
1991,3B12 Ovino,CH4,4694.791584,3B12
1991,3B13 Porcino,CH4,19728.254868,3B13
1991,3B14 Otros animales,CH4,1507.144632,3B14
1991,3B21 Vacuno,N2O,3851.65257,3B21
1991,3B22 Ovino,N2O,2669.5919799999997,3B22
1991,3B23 Porcino,N2O,803.1900899999999,3B23
1991,3B24 Otros animales,N2O,2203.7135000000003,3B24
1991,3B25 Emisiones indirectas de NO2,N2O,6155.072585,3B25
1991,3D11 Fertilizantes inorgánicos de N,N2O,23187.89485,3D11
1991,3D12 Fertilizantes orgánicos de N,N2O,17656.71097,3D12
1991,3D13 Orina y estiércol depositado por animales de pastoreo,N2O,2608.280785,3D13
1991,3D14 Residuos de cultivos,N2O,1516.353585,3D14
1991,3D21 Deposición atmosférica,N2O,6087.869645,3D21
1991,3D22 Lixiviación y Escorrentía de N,N2O,3204.0800200000003,3D22
1991,3F11 Trigo,CH4,1800.685964,3F11
1991,3F11 Trigo,N2O,441.83503,3F11
1991,3F12 Cebada,CH4,2294.141584,3F12
1991,3F12 Cebada,N2O,562.9143250000001,3F12
1991,3F13 Maíz,CH4,2488.9314520000003,3F13
1991,3F13 Maíz,N2O,610.7099900000001,3F13
1991,3F14 Otros cereales,N2O,8.99622,3F14
1991,3F14 Otros cereales,CH4,36.663144,3F14
1991,3F21 Legumbres,CH4,0.21434,3F21
1991,3F21 Legumbres,N2O,0.052469999999999996,3F21
1991,3F31 Tubérculos y raíces,CH4,1439.9722399999998,3F31
1991,3F31 Tubérculos y raíces,N2O,353.32662,3F31
1991,3F5 Otros,CH4,201.225892,3F5
1991,3F5 Otros,N2O,49.3748,3F5
1991,3H Urea,CO2,3622.607,3H
1991,3I Otros fertilizantes que contienen carbono,CO2,893.974,3I
1991,4(IV)2 Emisiones indirectas de N2O,N2O,96.50649159999999,3.D.2
1991,4A11 Tierras forestales que permanecen como tierras forestales,N2O,1469.5311869,4A11
1991,4A11 Tierras forestales que permanecen como tierras forestales,CH4,2806.8258954999997,4A11
1991,4A11 Tierras forestales que permanecen como tierras forestales,CO2,-137857.71811309998,4A11
1991,4A21 Tierras de cultivo convertidas en tierras forestales,CO2,-32771.321375600004,4A21
1991,4A22 Pastizales convertidos en tierras forestales,CO2,-120841.5051537,4A22
1991,4A23 Humedales convertidos en tierras forestales,CO2,0.0,4A23
1991,4A24 Asentamientos convertidos en tierras forestales,CO2,-47.1665354,4A24
1991,4A25 Otras tierras convertidas en tierras forestales,CO2,0.0,4A25
1991,4B11 Tierras de cultivo que siguen siendo tierras de cultivo,CH4,1758.7371630999999,4B11
1991,4B11 Tierras de cultivo que siguen siendo tierras de cultivo,CO2,2897.7949167,4B11
1991,4B11 Tierras de cultivo que siguen siendo tierras de cultivo,N2O,1519.7783094,4B11
1991,4B21 Tierras forestales convertidas en tierras de cultivo,CO2,9357.2711631,4B21
1991,4B22 Pastizales convertidos en tierras de cultivo,CO2,16107.2574847,4B22
1991,4B23 Humedales convertidos en tierras de cultivo,CO2,0.0,4B23
1991,4B24 Asentamientos convertidos en tierras de cultivo,CO2,-70.23554730000001,4B24
1991,4B25 Otras tierras convertidas en tierras de cultivo,CO2,0.0,4B25
1991,4C11 Pastizales que siguen siendo pastizales,CO2,144.68196129999998,4C11
1991,4C11 Pastizales que siguen siendo pastizales,N2O,645.4251915,4C11
1991,4C11 Pastizales que siguen siendo pastizales,CH4,727.8917964,4C11
1991,4C21 Tierras forestales convertidas en pastizales,CO2,1204.9277241,4C21
1991,4C22 Tierras de cultivo convertidas en pastizales,CO2,-21325.383770999997,4C22
1991,4C23 Humedales convertidos en pastizales,CO2,18.4811286,4C23
1991,4C24 Asentamientos convertidos en pastizales,CO2,-144.2632018,4C24
1991,4C25 Otras tierras convertidas en pastizales,CO2,0.0,4C25
1991,4D12 Tierras inundadas que permanecen como tierras inundadas,CO2,0.0,4D12
1991,4D22 Tierras convertidas en tierras inundadas,CO2,-1098.4487959,4D22
1991,4E11 Asentamiento restantes,CO2,0.0,4E11
1991,4E21 Tierras forestales convertidas en asentamientos,CO2,8618.3439319,4E21
1991,4E22 Tierras de cultivo convertidas en asentamientos,CO2,36694.039396199994,4E22
1991,4E23 Pastizales convertidos en asentamientos,CO2,25146.4747028,4E23
1991,4E24 Humedales convertidos en asentamientos,CO2,0.0,4E24
1991,4E25 Otras tierras convertidas en asentamientos,CO2,0.0,4E25
1991,4F11 Otras tierras que quedan como otras tierras,CO2,0.0,4F11
1991,4F21 Tierras forestales convertidas en otras tierras,CO2,58.3193364,4F21
1991,4F22 Tierras de cultivo convertidas en otras tierras,CO2,175.61926,4F22
1991,4F23 Pastizales convertidos en otras tierras,CO2,1.4801126,4F23
1991,4F24 Humedales convertidos en otras tierras,CO2,0.0,4F24
1991,4F25 Asentamientos convertidos en otras tierras,CO2,0.0,4F25
1991,4G11 Madera sólida,CO2,-312414.072051,4G11
1991,5A1a Vertederos gestionados Anaeróbicos,CH4,1196773.62588,5A1a
1991,5A2 Vertederos no gestionados,CH4,76203.43724,5A2
1991,5B1a Compostaje,CH4,3644.032,5B1a
1991,5B1a Compostaje,N2O,2069.2896,5B1a
1991,5C12 Incineración de residuos no biogénicos,CO2,350.811,5C12
1991,5C12 Incineración de residuos no biogénicos,N2O,9.75147,5C12
1991,5C21 Quema abierta de residuos Biogénicos,CH4,738.241616,5C21
1991,5C21 Quema abierta de residuos Biogénicos,N2O,848.936245,5C21
1991,5C22 Quema abierta de residuos no biogénicos,CH4,518.014868,5C22
1991,5C22 Quema abierta de residuos no biogénicos,CO2,430.799,5C22
1991,5C22 Quema abierta de residuos no biogénicos,N2O,70.08667,5C22
1991,5D1 Aguas residuales domésticas,CH4,476210.687316,5D1
1991,5D1 Aguas residuales domésticas,N2O,97596.69895,5D1
1991,5D2 Aguas residuales industriales,CH4,144133.324356,5D2
1991,5E1 Esparcimiento de lodos,CH4,753.1367759999999,5E1
1992,1A1a Producción de energía y calor en plantas de servicio público,CH4,16.303756,1A1a
1992,1A1a Producción de energía y calor en plantas de servicio público,N2O,15.430685,1A1a
1992,1A1c  Fabricación de combustibles sólidos y otras industrias energéticas,CH4,2.208584,1A1c
1992,1A1c  Fabricación de combustibles sólidos y otras industrias energéticas,CO2,1373.244,1A1c
1992,1A1c  Fabricación de combustibles sólidos y otras industrias energéticas,N2O,6.128655,1A1c
1992,1A2a Hierro y acero,CH4,91.670936,1A2a
1992,1A2a Hierro y acero,CO2,92614.176,1A2a
1992,1A2a Hierro y acero,N2O,107.24073000000001,1A2a
1992,1A2b Metales no ferrosos,CH4,159.3472582,1A2b
1992,1A2b Metales no ferrosos,CO2,48548.1738549,1A2b
1992,1A2b Metales no ferrosos,N2O,118.0936077,1A2b
1992,1A2c Productos químicos,CH4,4333.787276,1A2c
1992,1A2c Productos químicos,CO2,871678.087,1A2c
1992,1A2c Productos químicos,N2O,1938.673485,1A2c
1992,"1A2d Pasta de papel, papel e impresión",CH4,1402.702056,1A2d
1992,"1A2d Pasta de papel, papel e impresión",CO2,107668.338,1A2d
1992,"1A2d Pasta de papel, papel e impresión",N2O,338.79348999999996,1A2d
1992,"1A2e  Procesado de alimentos, bebidas y tabaco",N2O,516.327855,1A2e
1992,"1A2e  Procesado de alimentos, bebidas y tabaco",CH4,1114.70716,1A2e
1992,"1A2e  Procesado de alimentos, bebidas y tabaco",CO2,254086.37300000002,1A2e
1992,1A2f Minerales no metálicos,N2O,3092.5790349,1A2f
1992,1A2f Minerales no metálicos,CH4,1808.2626224,1A2f
1992,1A2f Minerales no metálicos,CO2,1018828.9821075,1A2f
1992,1A2g Otros sectores,CH4,5364.5772544,1A2g
1992,1A2g Otros sectores,CO2,538534.895,1A2g
1992,1A2g Otros sectores,N2O,5504.2185159,1A2g
1992,1A3a Transporte aéreo civil,CH4,256.49410700000004,1A3a
1992,1A3a Transporte aéreo civil,CO2,563481.3454351999,1A3a
1992,1A3a Transporte aéreo civil,N2O,4058.3672058999996,1A3a
1992,1A3b Transporte rodado,CH4,72794.6639,1A3b
1992,1A3b Transporte rodado,CO2,7133948.726,1A3b
1992,1A3b Transporte rodado,N2O,55039.169434999996,1A3b
1992,1A3c Transporte por ferrocarril,CH4,39.252136,1A3c
1992,1A3c Transporte por ferrocarril,CO2,25031.546,1A3c
1992,1A3c Transporte por ferrocarril,N2O,49.84809,1A3c
1992,1A4a Comercial / institucional,CH4,4256.396956,1A4a
1992,1A4a Comercial / institucional,CO2,1213609.099,1A4a
1992,1A4a Comercial / institucional,N2O,2152.984815,1A4a
1992,1A4b  ResidencialEstacionaria,CH4,105424.4065,1A4b
1992,1A4b  ResidencialEstacionaria,CO2,3182473.943,1A4b
1992,1A4b  ResidencialEstacionaria,N2O,7590.397915,1A4b
1992,1A4c Agricultura/Pesca/Forestal,N2O,736.92737,1A4c
1992,1A4c Agricultura/Pesca/Forestal,CH4,154.028812,1A4c
1992,1A4c Agricultura/Pesca/Forestal,CO2,80770.113,1A4c
1992,"1A5b  Otros, móviles (incluidos barcos militares, terrestres y de recreo)",N2O,273.58970999999997,1A5b
1992,"1A5b  Otros, móviles (incluidos barcos militares, terrestres y de recreo)",CO2,37730.666999999994,1A5b
1992,"1A5b  Otros, móviles (incluidos barcos militares, terrestres y de recreo)",CH4,18.975432,1A5b
1992,1B2b Emisiones fugitivas de gas natural ,CH4,9593.872848,1B2b
1992,1B2b Emisiones fugitivas de gas natural ,CO2,3.229,1B2b
1992,2A1 Producción de cemento,CO2,743647.569,2A1
1992,2A2 Producción de Cal,CO2,71497.0091393,2A2
1992,2A3 Producción de vidrio,CO2,5788.292,2A3
1992,2A4a Producción de cerámica,CO2,7683.579,2A4a
1992,2A4b Otros usos de carbonato sódico ,CO2,15680.904,2A4b
1992,2C1a Producción de acero,CO2,27175.021999999997,2C1a
1992,2C5 Producción de plomo,CO2,2101.0,2C5
1992,2D1 Uso de lubricantes,CO2,19858.699,2D1
1992,2D2 Uso de parafinas,CO2,3161.383,2D2
1992,2G1a Equipos eléctricos/Fabricación,SF6,578.270187,2G1a
1992,2G1b Equipos eléctricos/Stock,SF6,7863.1691135,2G1b
1992,2G3a Aplicaciones médicas,N2O,65194.17322,2G3a
1992,2G3b Propulsor para para productos a presión y aerosoles,N2O,131.17155499999998,2G3b
1992,3A11 Vacuno de leche,CH4,37393.777596,3A11
1992,3A12 Vacuno no lechero,CH4,66141.115432,3A12
1992,3A2 Ovino,CH4,27175.812048,3A2
1992,3A31 Porcino blanco,CH4,2038.3167279999998,3A31
1992,3A42 Caprino,CH4,7076.545672,3A42
1992,3A43 Equino,CH4,1674.124508,3A43
1992,3A44 Mulas y asnos,CH4,348.57919599999997,3A44
1992,3B11 Vacuno,CH4,15309.282856,3B11
1992,3B12 Ovino,CH4,4214.312508,3B12
1992,3B13 Porcino,CH4,18466.211932000002,3B13
1992,3B14 Otros animales,CH4,1388.30412,3B14
1992,3B21 Vacuno,N2O,2675.325785,3B21
1992,3B22 Ovino,N2O,2483.5479349999996,3B22
1992,3B23 Porcino,N2O,744.101185,3B23
1992,3B24 Otros animales,N2O,1832.906685,3B24
1992,3B25 Emisiones indirectas de NO2,N2O,4911.03141,3B25
1992,3D11 Fertilizantes inorgánicos de N,N2O,25019.742065,3D11
1992,3D12 Fertilizantes orgánicos de N,N2O,16620.324324999998,3D12
1992,3D13 Orina y estiércol depositado por animales de pastoreo,N2O,1893.01637,3D13
1992,3D14 Residuos de cultivos,N2O,1421.190495,3D14
1992,3D21 Deposición atmosférica,N2O,5624.627915,3D21
1992,3D22 Lixiviación y Escorrentía de N,N2O,3097.76467,3D22
1992,3F11 Trigo,CH4,1749.82878,3F11
1992,3F11 Trigo,N2O,429.35618,3F11
1992,3F12 Cebada,CH4,1790.3694480000001,3F12
1992,3F12 Cebada,N2O,439.30348499999997,3F12
1992,3F13 Maíz,N2O,621.9001450000001,3F13
1992,3F13 Maíz,CH4,2534.5363399999997,3F13
1992,3F14 Otros cereales,N2O,13.833795,3F14
1992,3F14 Otros cereales,CH4,56.379343999999996,3F14
1992,3F31 Tubérculos y raíces,CH4,1567.955508,3F31
1992,3F31 Tubérculos y raíces,N2O,384.729915,3F31
